position,name,points
1,[AZO]supi pupi,2010362
2,[AZO]Giorgiotown,1987946
3,[AZO]SNEAKY BUNNY,1900954
4,[AZO]Kotor47,1600423
5,[AZO]Dejweed,1257292
6,[AZO]Li La LiNuS,1168046
7,[AZO]JSheridan,961654
8,[AZO]haasenpeter rex,953329
9,[AZO]Fürst der Nazgúl,926712
10,[AZO]Haulsen,796656
11,[AZO]Kytrider,664196
12,[AZO]Jimi777,648277
13,[AZO]Svela17,642009
14,[AZO]Jónny666,551628
15,[AZO]Aenwe,535331
16,[AZO]Fran171526,516779
17,[AZO]Bogo und Pini,489160
18,[AZO]Sügarpüff,385264
19,[AZO]Dr Cal Lightman,328532
20,[AZO]DragonWiz,132078
21,[AZO]Hhjjjjcg,121635
22,[AZO]jukata,89454
