Rang,Kommandant,Allianz,Punkte
1,Smowy,AZOZ,94344770
2,Fürst der Nazgúl,AZOZ,84433566
3,UMY Stern,AZOZ,82966986
4,Last Wolf Warrior,AZOZ,74643697
5,BugabOo,AZOZ,67984063
6,JSheridan,AZOZ,67900860
7,Giorgiotown,AZOZ,67383060
8,Cluster82,AZOZ,64302648
9,RAV28,AZOZ,62769641
10,Jacob Carter,AZOZ,61903451
11,haasenpeter rex,AZOZ,61397958
12,Feivel D MauS,AZOZ,60920038
13,Dr Cal Lightman,AZOZ,60181406
14,Jónny666,AZOZ,59660980
15,Li La LiNuS,AZOZ,59618710
16,Amir Yakuza,AZOZ,59123392
17,2 s t y,AZOZ,56559715
18,EXITUS,AZOZ,56358633
19,Kotor47,AZOZ,55297633
20,Fran171526,AZOZ,55130980
21,Queen from AZO,AZOZ,53405776
22,CêrêålKïllêr,AZOZ,52997328
23,MetauChopf,AZOZ,51853791
24,fffeyz,AZOZ,51344871
25,Dejweed,AZOZ,51002922
26,SNEAKY BUNNY,AZOZ,50670144
27,Fürstin Elora Faye,AZOZ,49974620
28,lefueT,AZOZ,48709225
29,DragonWiz,AZOZ,48552862
30,SamoZlo,AZOZ,48487865
31,Dragon blou,AZOZ,48263136
32,Cheesynator,AZOZ,48241567
33,Kytrider,AZOZ,47691777
34,Baba Basti,AZOZ,46823040
35,Bestia77,AZOZ,46635398
36,DaliborDaki,AZOZ,46451224
37,Gordon Freimann,AZOZ,46376237
38,Katerina77,AZOZ,45868377
39,SNPOL,AZOZ,45309807
40,Haulsen,AZOZ,45188872
41,Svela17,AZOZ,45166605
42,CalziferFire,AZOZ,45088521
43,Schlabberbacke,AZOZ,45005602
44,Skywölkchen,AZOZ,44978204
45,SmartesGirl,AZOZ,44690934
46,cappu97,AZOZ,44591823
47,Christo30,AZOZ,44211744
48,Xambash,AZOZ,43905798
49,MrSajmonn,AZOZ,43884487
50,Himbeertony,AZOZ,43663687
51,Aenwe,AZOZ,43585156
52,Lieutenant Treetops,AZOZ,43557542
53,azerty57,AZOZ,43470222
54,Last Arti,AZOZ,43417867
55,ECSI,AZOZ,43136056
56,Bogo und Pini,AZOZ,43078722
57,Lilien1999,AZOZ,42869728
58,PHOENIX FOX,AZOZ,42429463
59,Hhjijjcg,AZOZ,42406210
60,Sphere8472,AZOZ,41968071
61,Marshalfery,AZOZ,41438804
62,Jimi777,AZOZ,41425652
63,iAmTed,AZOZ,41317504
64,FATUUM,AZOZ,41185488
65,Pawelte,AZOZ,41011923
66,K E R S Y,AZOZ,40671414
67,feimel,AZOZ,39930598
68,jukata,AZOZ,39907633
69,케포 부인,AZOZ,39844519
70,Swe Sandman,AZOZ,39756767
71,Z4ID,AZOZ,39413468
72,R2DrehZwo,AZOZ,39093364
73,DooYooDoo,AZOZ,39035134
74,ozzy5255,AZOZ,38554124
75,Sūgārpūff,AZOZ,38207849
76,sunny75,AZOZ,37948918
77,VxClicker,AZOZ,37762993
78,Lilly187,AZOZ,37699553
79,Br0nzo,AZOZ,37495772
80,LatastrophenUlli,AZOZ,37048079
81,Mischel89,AZOZ,36018426
82,Mac1902,AZOZ,35622198
83,Tyskie 66,AZOZ,35447006
84,Pinsel20,AZOZ,35101827
85,jobcenter FFM,AZOZ,34926787
86,MiepStreet,AZOZ,34470222
87,Toby Urbex,AZOZ,34257517
88,The Pharo 2026,AZOZ,34231078
89,Leijonamieli,AZOZ,34109231
90,Peridakles,AZOZ,33811310
91,Tom12234455,AZOZ,33404273
92,Kpiftw,AZOZ,33276207
93,Yama Arashi,AZOZ,33161427
94,Sanya Longer,AZOZ,32710544
95,Mel Lyn,AZOZ,32505660
96,GaaGol,AZOZ,32298224
97,Sultan Murat X,AZOZ,29969575
98,K u r d o,AZOZ,25132242
99,yyyyyyvhnmll,AZOZ,24708268
