position;name;points
1;supi pupi;73144685
2;Queeniiiiii;66668999
3;PHOENIX FOX;63359436
4;Bugab0o;61172409
5;Fürst der Nazgûl;58111755
6;IefueT;53993496
7;Baba Basti;52233588
8;Fran171526;50517767
9;Bogo und Pini;42286502
10;Sanya Longer;42075978
11;Moooolah;41907981
12;Powwdér;41268378
13;Cichax0;39284357
14;Mischel89;37411094
15;Alina;36503125
16;Last Wolf Warrior;35918633
17;Lilien1999;32931749
18;CalziferFire;31478528
19;Leijonamieli;30437448
20;Golden FOX;29994503
21;Svela17;29330788
22;Adám;28118046
23;Katerina77;27202597
24;sunny75;27126709
25;Toby Urbex;26246804
26;MetauChopf;26165198
27;jukata;25251427
28;111Dave111;23800368
29;Mudin364;23564735
30;Dragon blou;23146204
31;Chrisiiiii;22086055
32;Arkangel 'ツ;21812051
33;Smowy;21592655
34;EXITUS;21496798
35;Sphere8472;20823261
36;LordHemorrhoid;20546463
37;Príncess;20500516
38;Kytrider;20465860
39;mr prynn;20205858
40;PHILAES;20069066
41;DragonWiz;19581660
42;mybo0;18604577
43;adhd9;18454682
44;Fluffy;18273468
45;FugitiveRazor1;18259858
46;DaliborDaki;18003639
47;PIRAT 13;17814819
48;fffeyz;16796433
49;CL16CS55;16688165
50;Babakuji;16241017
51;SmartesGirl;16042731
52;LatastrophenUlli;14721308
53;Anakín;14123300
54;Li La QuEeNuS;13878061
55;feimel;13486322
56;K E R S Y;13361265
57;Feivel D MauS;12878065
58;Cluster82;12417812
59;Tcherbilmock;11977803
60;azerty57;11217174
61;Haulsen;11171859
62;Tom12234455;10999368
63;ozzy5255;10863605
64;ComandanteFelps;10853751
65;dome94G;10631152
66;Enia la simpatica;10515068
67;SNPOL;10498008
68;LE LIGRE;10419298
69;SNEAKY BUNNY;9905719
70;scotch2013;9887365
71;Captain ESCANOR;9886494
72;Pinsel20;9720228
73;pizm8 ツ;9597383
74;CalibratGTR;9558802
75;UMY LION OF GOD CC;9549213
76;ECSI;9456758
77;Archy Monkey;9160928
78;Peeter99;9072513
79;MiepStreet;9044083
80;waynowazza;8956548
81;haasenpeter rex;8764973
82;cappu97;8744733
83;Kotor47;8470732
84;EnsAras;8466228
85;giMp;8328981
86;Mac1902;8155848
87;GaaGol;8153616
88;Campio91;7840014
89;Dejweed;7761414
90;Giorgiotown;7676552
91;JSheridan;7626786
92;Tyskie 66;7619923
93;Kpiftw;7618600
94;hsk1338;7403325
95;JSnoopy;7357961
96;Aenwe;7266231
97;Space peak;7127253
98;Sultan Murat X;6135000
99;yyyyyyvhhnmll;5832837
100;Z4ID;5619750
