position;name;points
1;supi pupi;35.586.150
2;lefueT;34.787.100
3;Bugab0o;31.986.900
4;Baba Basti;29.552.400
5;Mischel89;27.716.880
6;Queeniiiiii;26.120.100
7;Last Wolf Warrior;24.248.250
8;Dragon blou;23.189.100
9;Alina;21.288.450
10;Sanya Longer;20.977.744
11;scotch2013;19.833.150
12;Svela17;18.031.800
13;jukata;17.223.300
14;PIRAT 13;16.072.950
15;DaliborDaki;15.938.700
16;Cichax0;15.932.700
17;SNEAKY BUNNY;15.839.400
18;DragonWiz;15.649.950
19;Fran171526;15.559.950
20;ozzy5255;15.343.950
21;Golden FOX;14.881.050
22;LE LIGRE;14.465.765
23;Kytrider;14.154.150
24;Feivel D MauS;13.831.950
25;Fürst der Nazgûl;13.803.000
26;SmartesGirl;13.750.650
27;pizm8 ツ;13.714.500
28;Fluffy;13.510.650
29;Tyskie 66;13.033.500
30;LordHemorrhoid;12.958.500
31;CalziferFire;12.477.600
32;Babakuji;11.918.850
33;Sphere8472;11.859.900
34;Li La QuEeNuS;11.849.550
35;Adám;11.743.500
36;feimel;11.490.900
37;Leijonamieli;11.372.400
38;CalibratGTR;11.302.415
39;Príncess;11.159.550
40;Mudin364;11.017.200
41;Space peak;10.908.000
42;Haulsen;10.899.750
43;Anakín;10.741.830
44;Enia la simpatica;10.623.750
45;Powwdér;10.596.300
46;Toby Urbex;10.498.500
47;ECSI;10.472.850
48;Captain ESCANOR;10.071.450
49;azerty57;10.026.300
50;Pinsel20;9.966.600
51;Katerina77;9.929.550
52;GaaGol;9.887.100
53;sunny75;9.791.250
54;haasenpeter rex;9.781.350
55;Kotor47;9.630.900
56;SNPOL;9.363.300
57;Tom12234455;9.312.900
58;Dejweed;9.224.700
59;111Dave111;9.171.400
60;LatastrophenUlli;9.108.450
61;EnsAras;8.991.625
62;FugitiveRazor1;8.991.000
63;PHILAES;8.975.900
64;mr prynn;8.931.150
65;K E R S Y;8.897.400
66;UMY LION OF GOD CC;8.794.800
67;fffeyz;8.735.290
68;waynowazza;8.719.850
69;Arkangel ツ;8.595.900
70;Tcherbilmock;8.495.803
position;name;points
71;Lilien1999;8.455.350
72;Moooolah;8.405.650
73;cappu97;8.389.650
74;Giorgiotown;8.341.950
75;gjMp;8.254.200
76;Campio91;8.217.730
77;mybo0;8.089.650
78;Peeter99;8.006.850
79;Chrisiiiii;7.991.550
80;ComandanteFelps;7.956.300
81;Smowy;7.881.750
82;JSheridan;7.878.900
83;PHOENIX FOX;7.859.550
84;Archy Monkey;7.854.769
85;Sultan Murat X;7.745.100
86;Bogo und Pini;7.740.750
87;adhd9;7.673.550
88;EXITUS;7.427.250
89;Mac1902;7.423.500
90;Z4ID;7.347.500
91;hsk1338;7.277.656
92;MiepStreet;7.275.300
93;Cluster82;7.225.950
94;Aenwe;7.223.100
95;Kpiftw;7.208.700
96;JSnoopy;6.743.100
97;dome94G;6.365.400
98;CL16CS55;5.949.530
99;yyyyyyyvhhnmll;3.463.500
100;MetauChopf;0
