position;name;points
1;IefueT;377.445.612
2;Baba Basti;355.895.680
3;Last Wolf Warrior;307.887.328
4;BugaB0o;302.749.567
5;supi pupi;260.143.238
6;Sanya Longer;233.756.935
7;SNEAKY BUNNY;202.731.015
8;Queeniiiiii;199.281.677
9;Fran171526;186.819.788
10;Adăm;178.442.344
11;Fürst der Nazgúl;175.253.681
12;Fluffy;172.686.766
13;Cichax0;165.761.561
14;Moooolah;161.650.039
15;Haulsen;140.133.912
16;Chrisiiii;139.184.455
17;Golden FOX;135.424.716
18;Svela17;134.947.601
19;Alina;134.659.384
20;Li La QuEeNuS;134.111.656
21;SmartesGirl;133.535.261
22;Katerina77;132.926.611
23;PHOENIX FOX;132.317.915
24;jukata;128.955.417
25;111Dave111;124.078.807
26;Dragon blou;123.046.003
27;pizm8 ツ;120.392.198
28;Bogo und Pini;117.743.227
29;sunny75;115.085.068
30;LordHemorrhoid;113.354.160
31;PHILAES;107.510.796
32;Feivel D MauS;106.510.291
33;Mischel89;106.504.618
34;DragonWiz;106.120.129
35;scotch2013;104.921.992
36;DaliborDaki;104.624.181
37;Anakín;100.852.696
38;adhd9;100.047.640
39;mr prynn;98.343.405
40;K E R S Y;98.281.834
41;Dejweed;95.784.544
42;Toby Urbex;95.346.622
43;Leijonamieli;94.968.820
44;UMY LION OF GOD CC;94.920.028
45;Kytrider;94.662.186
46;Babakuji;93.801.947
47;Smowy;93.744.028
48;Sphere8472;92.872.417
49;Príncess;90.904.433
50;PIRAT 13;89.006.953
51;SNPOL;87.970.624
52;Mudin364;87.941.263
53;CL16CS55;87.834.066
54;ozzy5255;86.572.807
55;Lilien1999;83.448.984
56;Aenwe;83.392.044
57;azerty57;83.314.749
58;mybo0;83.068.315
59;Arkangel ツ;82.732.173
60;Tcherbilmock;81.052.124
61;Archy Monkey;79.868.903
62;feimel;79.314.788
63;cappu97;78.954.782
64;ComandanteFelps;78.484.256
65;LE LIGRE;77.991.541
66;FugitiveRazor1;77.497.249
67;Tom12234455;77.134.878
68;dome94G;75.340.325
69;hsk1338;75.128.410
70;Kotor47;74.313.221
71;CalibratGTR;73.080.150
72;Z4ID;72.318.363
73;giMp;71.616.406
74;Tyskie 66;71.274.752
75;Powwdér;70.552.173
76;Cluster82;69.340.076
77;EXITUS;68.451.698
78;Space peak;66.663.482
79;JSnoopy;64.641.979
80;CalziferFire;64.612.823
81;Captain ESCANOR;63.730.485
82;MetauChopf;63.031.171
83;Sultan Murat X;59.726.517
84;Enia la simpatica;58.325.836
85;Giorgiotown;57.760.459
86;GaaGol;57.681.716
87;haasenpeter rex;57.461.753
88;EnsAras;56.269.392
89;LatastrophenUlli;55.390.928
90;fffeyz;55.041.572
91;JSheridan;54.465.165
92;waynowazza;53.997.582
93;ECSI;53.450.826
94;Campio91;53.181.457
95;Peeter99;50.786.402
96;MiepStreet;50.778.354
97;Mac1902;46.338.150
98;Pinsel20;43.834.168
99;Kpiftw;42.101.280
100;yyyyyyvhhnmll;41.563.639
