position;name;points
1;SNEAKY BUNNY;50461466
2;Smowy;27037588
3;pizm8 ツ;24436260
4;lefueT;21800466
5;Anakín;18947988
6;SNPOL;18727745
7;Fürst der Nazgûl;18183056
8;UMY LION OF GOD CC;16043937
9;PHILAES;15665285
10;Kotor47;15519766
11;CL16CS55;15253708
12;Queeniiiiiii;13576550
13;ComandanteFelps;12433602
14;mr prynn;11160839
15;PHOENIX FOX;10773459
16;Dragon blou;10773060
17;CalibratGTR;10563322
18;LE LIGRE;10082752
19;Captain ESCANOR;9908377
20;Feivel D MauS;9769505
21;Cluster82;9535194
22;Svela17;9520973
23;Bugab0o;9131298
24;Tcherbilmock;8970756
25;Príncess;8802163
26;Adàm;8798498
27;JSheridan;8756188
28;111Dave111;8633125
29;adhd9;8419550
30;Giorgiotown;8349227
31;supi pupi;8252512
32;Aenwe;8211323
33;Archy Monkey;8207425
34;Dejweed;8110310
35;haasenpeter rex;8050384
36;FugitiveRazor1;7837112
37;Mudin364;7808616
38;Fluffy;7766667
39;Li La QuEeNuS;7625195
40;Baba Basti;7577844
41;Kytrider;7456967
42;Arkangel ツ;7420591
43;sunny75;7419600
44;feimel;7419300
45;cappu97;7337164
46;mybo0;7308832
47;Fran171526;7271158
48;PIRAT 13;7264632
49;LatastrophenUlli;6049050
50;hsk1338;6025282
51;Bogo und Pini;5819263
52;LordHemorrhoid;5799251
53;Tyskie 66;5427795
54;DragonWiz;5356940
55;jukata;5344530
56;K E R S Y;5281192
57;DaliborDaki;5198400
58;Haulsen;5193523
59;Toby Urbex;5152950
60;GaaGol;4796500
61;Sphere8472;4779883
62;Golden FOX;4698083
63;Enia la simpatica;4643773
64;Katerina77;4498200
65;EnsAras;4428787
66;ECSI;4402050
67;ozzy5255;4146450
68;JSnoopy;4096615
69;azerty57;4065300
70;MetauChopf;4056483
71;Babakuji;3972450
72;Z4ID;3946200
73;Campio91;3933066
74;waynowazza;3896702
75;CalziferFire;3892500
76;Mac1902;3717000
77;EXITUS;3669000
78;Alina;3652342
79;Leijonamieli;3635100
80;Space peak;3634350
81;Pinsel20;3614550
82;Last Wolf Warrior;3608824
83;giMp;3578408
84;Kpiftw;3548250
85;Cichax0;3526500
86;SmartesGirl;3525000
87;Sanya Longer;3290105
88;Peeter99;3099150
89;MiepStreet;2925000
90;fffeyz;2902500
91;Chrisiiii;2871300
92;scotch2013;2700000
93;Tom12234455;2325000
94;Sultan Murat X;2250000
95;yyyyyyvhhnmll;2250000
96;Powwdér;2250000
97;dome94G;2250000
98;Mischel89;1798046
99;Moooolah;600000
100;Lilien1999;0
