position;name;points
1;lefueT;189.478.380
2;Last Wolf Warrior;177.923.121
3;Baba Basti;169.579.918
4;Sanya Longer;123.166.099
5;Bugab0o;112.700.000
6;Fluffy;100.243.791
7;Chrisiiii;86.083.830
8;supi pupi;85.134.511
9;Fran171526;80.267.833
10;SmartesGirl;73.703.680
11;Moooolah;71.609.098
12;Adám;64.855.000
13;Haulsen;62.060.058
14;Katerina77;60.574.984
15;Cichax0;59.828.454
16;jukata;56.723.770
17;Queeniiiiii;56.081.128
18;Golden FOX;55.648.500
19;Alina;55.373.567
20;SNEAKY BUNNY;53.899.560
21;K E R S Y;51.450.467
22;111Dave111;49.520.972
23;Svela17;47.383.500
24;dome94G;45.687.923
25;Bogo und Pini;44.667.962
26;Fürst der Nazgûl;43.154.780
27;hsk1338;41.420.364
28;DragonWiz;40.654.769
29;UMY LION OF GOD CC;39.728.650
30;DaliborDaki;39.462.702
31;scotch2013;39.214.267
32;Babakuji;39.060.540
33;sunny75;38.510.379
34;Feivel D MauS;37.864.931
35;Li La QuEeNuS;36.104.000
36;ozzy5255;34.439.052
37;Dragon blou;33.801.409
38;giMp;33.440.567
39;adhd9;33.346.308
40;PHILAES;33.340.665
41;ComandanteFelps;31.664.833
42;LordHemorrhoid;31.381.276
43;Toby Urbex;31.246.578
44;azerty57;30.194.685
45;mybo0;30.017.086
46;mr prynn;29.922.906
47;Aenwe;29.336.500
48;PIRAT 13;26.774.372
49;Space peak;26.741.779
50;Z4ID;26.521.803
51;feimel;26.518.316
52;Arkangel ツ;26.278.987
53;JSnoopy;25.651.773
54;CalibratGTR;25.453.561
55;Sultan Murat X;24.759.507
56;Mudin364;23.899.332
57;Dejweed;23.878.500
58;Mischel89;23.000.251
59;Lilien1999;22.866.295
60;Leijonamieli;22.279.022
61;Príncess;22.207.284
62;FugitiveRazor1;21.734.999
63;Kytrider;20.702.679
64;Sphere8472;20.695.313
65;yyyyyyvhhnmll;19.961.061
66;Tyskie 66;18.867.354
67;GaaGol;18.096.000
68;Tcherbilmock;17.738.831
69;Enia la simpatica;16.925.305
70;Tom12234455;16.504.500
71;MiepStreet;16.436.981
72;pizm8 ツ;16.067.825
73;Archy Monkey;15.766.432
74;Anakín;15.428.954
75;CL16CS55;14.713.275
76;Peeter99;14.490.689
77;Campio91;14.309.684
78;LatastrophenUlli;13.813.500
79;EXITUS;13.778.500
80;Cluster82;12.884.500
81;Captain ESCANOR;12.682.284
82;waynowazza;12.393.519
83;EnsAras;12.002.002
84;LE LIGRE;11.119.144
85;SNPOL;10.161.101
86;ECSI;9.953.848
87;Mac1902;9.804.992
88;PHOENIX FOX;9.729.500
89;Smowy;9.103.135
90;Pinsel20;8.783.500
91;fffeyz;8.610.741
92;Kpiftw;8.033.500
93;CalziferFire;7.654.545
94;haasenpeter rex;7.510.076
95;Kotor47;7.504.553
96;JSheridan;7.411.811
97;Giorgiotown;7.306.060
98;cappu97;7.274.805
99;Powwdér;7.204.795
100;MetauChopf;0
