Rang,Kommandant,Allianz,Punkte
1,Li La LiNuS,AZOZ,80522506
2,Baba Basti,AZOZ,53609862
3,Bugab0o,AZOZ,51849408
4,UMY Stern,AZOZ,49230610
5,haasenpeter rex,AZOZ,42966998
6,Cluster82,AZOZ,41811232
7,Gordon Freimann,AZOZ,41480328
8,Peridakles,AZOZ,38031444
9,JSheridan,AZOZ,37896216
10,Last Wolf Warrior,AZOZ,37342876
11,Skywölkchen,AZOZ,34132436
12,2 s t y,AZOZ,33454688
13,Jimi777,AZOZ,32734834
14,Haulsen,AZOZ,32397809
15,EXITUS,AZOZ,31919854
16,Swe Sandman,AZOZ,31116980
17,Smowy,AZOZ,30653132
18,Bogo und Pini,AZOZ,29158568
19,CêrêâlKillêr,AZOZ,29053914
20,Xambash,AZOZ,28384858
21,RAV28,AZOZ,28189722
22,SNEAKY BUNNY,AZOZ,27899270
23,PHOENIX FOX,AZOZ,27528046
24,Jacob Carter,AZOZ,27447366
25,Cheesynator,AZOZ,26864296
26,Z4ID,AZOZ,26299030
27,IefueT,AZOZ,25758008
28,SmartesGirl,AZOZ,25634288
29,Amir Yakuza,AZOZ,25312733
30,Katerina77,AZOZ,24978280
31,DaliborDaki,AZOZ,24184592
32,jukata,AZOZ,24143122
33,MetauChopf,AZOZ,23996202
34,Tyskie 66,AZOZ,23885406
35,cappu97,AZOZ,23560594
36,Sanya Longer,AZOZ,22487362
37,MrSajmonn,AZOZ,22140052
38,Jónny666,AZOZ,22129338
39,FATUUM,AZOZ,21890204
40,Fran171526,AZOZ,21401050
41,JSnoopy,AZOZ,20286422
42,SamoZlo,AZOZ,20213736
43,feimel,AZOZ,19856418
44,DooYooDoo,AZOZ,19807750
45,Feivel D MauS,AZOZ,19524180
46,iAmTed,AZOZ,19436816
47,azerty57,AZOZ,19284460
48,Lieutenant Treetops,AZOZ,18432382
49,Fürst der Nazgûl,AZOZ,18102590
50,Aenwe,AZOZ,17397912
51,DragonWiz,AZOZ,17356526
52,Giorgiotown,AZOZ,16538318
53,Pinsel20,AZOZ,16448998
54,GaaGol,AZOZ,16236718
55,Sûgârpûff,AZOZ,16042274
56,Sultan Murat X,AZOZ,15857872
57,KERSY,AZOZ,15798714
58,Dr Cal Lightman,AZOZ,15782676
59,Marshalfery,AZOZ,15397414
60,Dejweed,AZOZ,15328028
61,Christo30,AZOZ,15124950
62,Queen from AZO,AZOZ,15083392
63,Br0nzo,AZOZ,14334286
64,Pawelte,AZOZ,14260356
65,ECSI,AZOZ,14217360
66,Schlabberbacke,AZOZ,14149738
67,Hhjjjjcg,AZOZ,13916694
68,Leijonamieli,AZOZ,13722302
69,Dragon blou,AZOZ,13654916
70,yyyyyyvhhnmll,AZOZ,13463864
71,Tom12234455,AZOZ,13445870
72,Last Arti,AZOZ,13071270
73,sunny75,AZOZ,13020852
74,Kotor47,AZOZ,12750672
75,Fürstin Elora Faye,AZOZ,12581350
76,Toby Urbex,AZOZ,12422684
77,ozzy5255,AZOZ,12121906
78,SNPOL,AZOZ,12062482
79,Mischel89,AZOZ,11760480
80,Mac1902,AZOZ,11695736
81,Kytrider,AZOZ,11669862
82,Kpiftw,AZOZ,10836250
83,Mel Lyn,AZOZ,10720588
84,케포 부인,AZOZ,10500716
85,jobcenter FFM,AZOZ,10341734
86,R2DrehZwo,AZOZ,9544228
87,Yama Arashi,AZOZ,9430288
88,fffeyz,AZOZ,9375862
89,VxClicker,AZOZ,9353612
90,CalziferFire,AZOZ,9168346
91,Svela17,AZOZ,9035386
92,Himbeertony,AZOZ,9031360
93,Sphere8472,AZOZ,8822718
94,LatastrophenUlli,AZOZ,8607628
95,MiepStreet,AZOZ,8314412
96,The Pharo 2026,AZOZ,7112972
97,K u r d o,AZOZ,6903212
98,Bestia77,AZOZ,4855250
