Position,Name,Points
1,Li La LiNuS,38.967.650
2,Smowy,29.250.825
3,Skywölkchen,23.860.225
4,supi pupi,21.636.600
5,RAV28,21.429.125
6,UMY Stern,21.064.375
7,Baba Basti,20.721.875
8,Fürst der Nazgûl,18.369.100
9,feimel,18.294.400
10,SmartesGirl,16.401.525
11,SNPOL,16.387.300
12,Kotor47,16.387.050
13,Queen from AZO,15.706.950
14,Bugab0o,15.570.425
15,Fran171526,15.344.450
16,Kyrtider,15.337.275
17,Last Arti,14.940.675
18,cappu97,14.264.800
19,Fürstin Elora,13.698.025
20,Schlabberbacke,13.401.275
21,Katerina77,13.090.525
22,PHOENIX FOX,13.051.750
23,JSheridan,12.867.575
24,dome94G,12.634.125
25,haasenpeter rex,11.606.200
26,Dr Cal Lightman,11.531.325
27,Dragon blou,11.317.434
28,Jónny666,11.160.900
29,2 s t y,10.823.550
30,Jacob Carter,10.804.300
31,Jimi777,10.566.575
32,Tom12234455,10.384.967
33,Sphere8472,10.208.200
34,Haulsen,9.824.222
35,Bestia77,9.743.767
36,DaliborDaki,9.650.725
37,Lilien1999,9.612.400
38,lefueT,9.367.900
39,Svela17,8.982.325
40,MrSajmonn,8.975.800
41,sunny75,8.820.550
42,Dejweed,8.797.600
43,azerty57,8.710.975
44,Tyskie 66,8.644.800
45,Mac1902,8.623.625
46,Giorgiotown,8.614.725
47,Toby Urbex,8.535.825
48,Kpiftw,8.391.475
49,jukata,8.125.975
50,Cheesynator,8.108.150
51,Marshalfery,8.043.480
52,SNEAKY BUNNY,7.962.425
53,ECSI,7.934.875
54,EXITUS,7.933.125
55,Cluster82,7.875.725
56,CalziferFire,7.870.075
57,fffeyz,7.843.800
58,Bogo und Pini,7.802.900
59,Himbeertony,7.779.475
60,DragonWiz,7.748.950
61,Last Wolf Warrior,7.719.500
62,Christo30,7.678.425
63,Aenwe,7.670.150
64,Gordon Freimann,7.583.925
65,SamoZlo,7.509.275
66,Mischel89,7.460.859
67,Pawelte,7.417.900
68,FATUUM,7.413.775
69,GaaGol,7.394.653
70,K E R S Y,7.246.714
71,Mel Lyn,7.209.775
72,Sultan Murat X,6.465.575
73,Sanya Longer,5.989.050
74,Hhjjjjcg,5.325.550
75,jobcenter FFM,5.222.981
76,MetauChopf,5.083.700
77,MG Mayo,5.021.268
78,ozzy5255,3.775.378
79,Z4ID,3.671.245
80,Pinsel20,3.584.800
81,LatastrophenUlli,3.263.875
82,The Pharo 2026,3.015.794
83,케프 부인,2.998.125
84,Peridakles,2.894.700
85,MiepStreet,2.787.400
86,Leijonamieli,2.764.175
87,Feivel D MauS,2.613.850
88,K u r d o,2.186.800
89,VxClicker,1.973.875
90,yyyyyyvhhnmll,738.750
