Rang,Kommandant,Allianz,Punkte
1,Li La LiNus,AZO,25085375
2,Peridakles,AZO,23382100
3,Fürst der Nazgûl,AZO,16666125
4,JSheridan,AZO,15627250
5,FATUUM,AZO,15284500
6,Tyskie 66,AZO,13716850
7,DaliborDaki,AZO,13304000
8,feimel,AZO,12580600
9,Crossf4d3,AZO,11500850
10,Xamberon,AZO,11282625
11,Jacob Carter,AZO,11207375
12,Aenwe,AZO,10970125
13,Himbeertony,AZO,10949375
14,Kotor47,AZO,10858375
15,Pinsel20,AZO,10487875
16,Queen from AZO,AZO,10470250
17,SmartesGirl,AZO,10395000
18,anaeliss,AZO,9723360
19,Feivel D MauS,AZO,9623350
20,Bestia77,AZO,9379925
21,Dragon blou,AZO,9374400
22,metauchopf,AZO,9124850
23,haasenpeter rex,AZO,9102000
24,Sphere8472,AZO,9014750
25,DooYooDoo,AZO,8934900
26,Lilly187,AZO,8729750
27,Lady Emm,AZO,8657875
28,Kampfratze,AZO,8357825
29,SNPOL,AZO,8141100
30,DragonWiz,AZO,8110775
31,Kvothekq,AZO,8101750
32,AMJAD bd,AZO,7925665
33,TESLUX,AZO,7911650
34,GaaGol,AZO,7851900
35,Last Arti,AZO,7832625
36,SNEAKY BUNNY,AZO,7808125
37,Katerina77,AZO,7807250
38,Haulsen,AZO,7771825
39,Marshalfery,AZO,7746366
40,1Łukasz1,AZO,7724650
41,Schlabberbacke,AZO,7638375
42,Giorgiotown,AZO,7564875
43,Dr Cal Lightman,AZO,7493975
44,Sultan Murat X,AZO,7425250
45,sunny75,AZO,7399300
46,CalziferFire,AZO,7305875
47,Jimi777,AZO,7297000
48,Amir Yakuza,AZO,7293136
49,Mel Lyn,AZO,7282375
50,Gedl,AZO,7252750
51,Fran171526,AZO,7251375
52,zImperial,AZO,7227675
53,تاجم,AZO,7211925
54,LosChapito,AZO,7211050
55,EXITUS,AZO,7210625
56,jobcenter FFM,AZO,7207000
57,joaocosta11,AZO,6767090
58,Fürstin von Knolle,AZO,6427000
59,Tom12234455,AZO,6323975
60,bjian,AZO,6267471
61,Mischel89,AZO,5969858
62,VxClicker,AZO,5810000
63,nicodu08,AZO,5787575
64,El Profesor 92,AZO,5746875
65,The Pharo 2026,AZO,5659715
66,LatastrophenUlli,AZO,5436250
67,VanEricson,AZO,5084775
68,XxGranatxX,AZO,4890500
69,Ali lub,AZO,4878192
70,ToxicV9,AZO,4812625
71,Dejweed,AZO,4801675
72,fffeyz,AZO,4690725
73,Flugente,AZO,4444025
74,Skywölkchen,AZO,4414750
75,Lord78,AZO,4398250
76,MESCALINECIRCUS,AZO,4091990
77,Hubi2025,AZO,3709000
78,Pr0sent,AZO,3168300
79,K u r d o,AZO,2969557
80,kawaman35,AZO,2960375
81,Darkweed,AZO,2439625
82,abo loona963,AZO,2107437
83,Irongrim,AZO,1946000
84,Saladin 1998,AZO,1750450
85,War1992rior,AZO,1630565
