Rang,Kommandant,Allianz,Punkte
1,Li La LiNuS,AZOZ,192094417
2,Peridakles,AZOZ,135616359
3,Schlabberbacke,AZOZ,114254633
4,JSheridan,AZOZ,110258993
5,haasenpeter rex,AZOZ,102852962
6,Giorgiotown,AZOZ,101901288
7,Jacob Carter,AZOZ,101045712
8,Fürst der Nazgûl,AZOZ,100469336
9,SNEAKY BUNNY,AZOZ,99538470
10,Haulsen,AZOZ,93602728
11,Kvothekg,AZOZ,89698238
12,Tyskie 66,AZOZ,87804338
13,Kotor47,AZOZ,85152315
14,Crossf4d3,AZOZ,79820109
15,Kampfratze,AZOZ,78638799
16,DaliborDaki,AZOZ,78290987
17,Xamberon,AZOZ,76410248
18,Fran171526,AZOZ,70846687
19,Feivel D MauS,AZOZ,67599358
20,SmartesGirl,AZOZ,65973885
21,Skywölkchen,AZOZ,63601788
22,Amir Yakuza,AZOZ,62359021
23,feimel,AZOZ,62171292
24,Queen from AZO,AZOZ,60391110
25,Aenwe,AZOZ,57549315
26,Sphere8472,AZOZ,56466109
27,Himbeertony,AZOZ,55113689
28,Dejweed,AZOZ,54306708
29,FATUUM,AZOZ,52866616
30,SNPOL,AZOZ,51684377
31,EXITUS,AZOZ,50290798
32,sunny75,AZOZ,50081798
33,Mel Lyn,AZOZ,48811965
34,DooYooDoo,AZOZ,48438285
35,joaocosta11,AZOZ,47395903
36,Pinsel20,AZOZ,46278897
37,Lilly187,AZOZ,46219314
38,R2DrehZwo,AZOZ,46109855
39,GaaGol,AZOZ,45711037
40,Fürstin von Knolle,AZOZ,45663867
41,Dragon blou,AZOZ,45531350
42,fffeyz,AZOZ,44218822
43,Bestia77,AZOZ,43426197
44,DragonWiz,AZOZ,43277336
45,1Łukasz1,AZOZ,42904837
46,ToxicV9,AZOZ,42595045
47,Jimi777,AZOZ,42536586
48,Tom12234455,AZOZ,41785057
49,Last Arti,AZOZ,41528229
50,TESLUX,AZOZ,41522518
51,Katerina77,AZOZ,41379172
52,Marshalfery,AZOZ,40983095
53,Dr Cal Lightman,AZOZ,40290520
54,metauchopf,AZOZ,40193839
55,CalziferFire,AZOZ,39902184
56,Mischel89,AZOZ,39240222
57,Gedl,AZOZ,38707902
58,anaeliss,AZOZ,38238933
59,jobcenter FFM,AZOZ,37611534
60,Lady Emm,AZOZ,37585554
61,جـلـاM,AZOZ,36735169
62,nicodu08,AZOZ,35411490
63,The Pharo 2026,AZOZ,35126267
64,Sultan Murat X,AZOZ,34527394
65,LatastrophenUlli,AZOZ,34252959
66,bjian,AZOZ,33232581
67,VxClicker,AZOZ,33130634
68,MESCALINECIRCUS,AZOZ,30553402
69,K u r d o,AZOZ,30224630
70,Hubi2025,AZOZ,29945135
71,Lord78,AZOZ,28100646
72,Ali lub,AZOZ,28079482
73,AMJAD bd,AZOZ,26792086
74,Flugente,AZOZ,26522099
75,zImperial,AZOZ,25345130
76,Irongrim,AZOZ,24391680
77,MacRoM,AZOZ,22162161
78,XxGranatxX,AZOZ,19798364
79,abo loona963,AZOZ,18328433
80,El Profesor  92,AZOZ,18269644
81,Darkweed,AZOZ,14856624
82,War1992rior,AZOZ,13331731
83,kawaman35,AZOZ,12768138
84,AHMD54,AZOZ,12340954
