Rang,Kommandant,Allianz,Punkte
1,Li La Linus,AZO,44955900
2,Giorgiotown,AZO,28215800
3,SNEAKY BUNNY,AZO,25917300
4,JSheridan,AZO,24260875
5,haasenpeter rex,AZO,22518800
6,Peridakles,AZO,19538800
7,Haulsen,AZO,18903150
8,SmartesGirl,AZO,18838825
9,Kotor47,AZO,16203600
10,Fürst der Nazgûl,AZO,15953925
11,Crossf4d3,AZO,14072775
12,Schlabberbacke,AZO,14021375
13,Xamberon,AZO,13951725
14,Jacob Carter,AZO,13510075
15,Kvothekg,AZO,12064675
16,Tyskie 66,AZO,11881900
17,CalziferFire,AZO,11813200
18,DaliborDaki,AZO,11666100
19,Queen from AZO,AZO,11500625
20,Kampfratze,AZO,11470725
21,jobcenter FFM,AZO,11358450
22,Last Arti,AZO,11337525
23,Aenwe,AZO,11253525
24,SNPOL,AZO,11138950
25,Fran171526,AZO,10711550
26,Mel Lyn,AZO,10698900
27,Pinsel20,AZO,10392025
28,Amir Yakuza,AZO,10078220
29,fffeyz,AZO,9945600
30,DooYooDoo,AZO,9316325
31,Dejweed,AZO,9281675
32,GaaGol,AZO,9214425
33,Gedl,AZO,9155450
34,Dr Cal Lightman,AZO,8829575
35,LosChapito,AZO,8811850
36,Jimi777,AZO,8811850
37,feimel,AZO,8548950
38,Katerina77,AZO,8406525
39,zImperial,AZO,8290275
40,Dragon blou,AZO,8281525
41,sunny75,AZO,8079050
42,EXITUS,AZO,8062450
43,XxGranatxX,AZO,7753450
44,joaocosta11,AZO,7744200
45,Hubi2025,AZO,7726175
46,Himbeertony,AZO,7679500
47,Skywölkchen,AZO,7670025
48,Sphere8472,AZO,7663300
49,Feivel D Maus,AZO,7594000
50,The Pharo 2026,AZO,7590345
51,nicodu08,AZO,7320925
52,Fürstin von Knolle,AZO,7272225
53,1Łukasz1,AZO,7255075
54,DragonWiz,AZO,7217650
55,تيم,AZO,7216650
56,Lord78,AZO,6931200
57,ToxicV9,AZO,6928500
58,MESCALINECIRCUS,AZO,6623110
59,Saladin 1998,AZO,6458280
60,Marshalfery,AZO,6176989
61,Sultan Murat X,AZO,5994400
62,FATUUM,AZO,5848300
63,Mischel89,AZO,5654020
64,Tom12234455,AZO,5416475
65,Lady Emm,AZO,5323950
66,TESLUX,AZO,5285650
67,Lilly187,AZO,5187150
68,Flugente,AZO,5001025
69,Pr0sent,AZO,4935151
70,metauchopf,AZO,4720225
71,Ali lub,AZO,4689299
72,Bestia77,AZO,4387175
73,K u r d o,AZO,4143939
74,VxClicker,AZO,4009700
75,LatastrophenUlli,AZO,3979425
76,Irongrim,AZO,3908750
77,bjian,AZO,3888420
78,Darkweed,AZO,3860900
79,anaeliss,AZO,3402800
80,kawaman35,AZO,3181300
81,War1992rior,AZO,3078316
82,AMJAD bd,AZO,2810255
83,abo loona963,AZO,2707451
84,VanEricson,AZO,2576950
85,AHMD54,AZO,1055600
86,El Profesor 92,AZO,1025000
