position;name;points
1;Li La LiNuS;39.971.350
2;SNEAKY BUNNY;29.823.350
3;adhd9;22.198.275
4;Fürst der Nazgûl;21.625.150
5;Peeter99;21.040.950
6;Babakuji;20.586.550
7;UMY LION OF GOD CC;18.560.655
8;Kotor47;18.449.850
9;jukata;17.930.250
10;azerty57;17.619.700
11;ComandanteFelps;17.475.300
12;Archy Monkey;17.299.811
13;mybo0;15.805.350
14;Adám;15.759.700
15;Tyskie 66;15.479.000
16;Cluster82;15.433.600
17;Giorgiotown;15.408.500
18;Tcherbilmock;15.203.400
19;Haulsen;14.588.100
20;111Dave111;14.576.750
21;Enia la simpatica;14.002.350
22;LordHemorrhoid;13.552.500
23;Baba Basti;13.545.750
24;hsk1338;12.560.280
25;Anakín;12.509.620
26;Captain ESCANOR;12.380.700
27;CalibratGTR;12.350.180
28;SNPOL;12.286.450
29;cappu97;12.210.400
30;IefueT;12.102.150
31;CL16CS55;11.908.971
32;Feivel D MauS;11.574.400
33;Arkangel ツ;11.229.200
34;Sphere8472;11.222.550
35;GaaGol;11.077.050
36;Kytrider;10.734.750
37;Queeniiiiii;10.644.500
38;LE LIGRE;10.596.350
39;PIRAT 13;10.496.600
40;Dragon blou;10.474.400
41;Moooolah;10.455.650
42;Bogo und Pini;10.399.350
43;Tom12234455;10.158.900
44;Katerina77;10.113.500
45;scotch2013;9.951.500
46;Fürstin;9.811.600
47;sunny75;9.735.750
48;PHOENIX FOX;9.691.400
49;pizm8 ツ;9.544.700
50;Alina;9.530.400
51;DaliborDaki;9.466.081
52;JSheridan;9.412.650
53;Powwdér;9.369.367
54;Dejweed;9.299.900
55;PHILAES;9.253.650
56;Cichax0;9.248.300
57;Smowy;9.161.550
58;Bugab0o;9.132.150
59;Fluffy;9.032.000
60;LatastrophenUlli;8.989.850
61;supi pupi;8.988.250
62;Leijonamieli;8.886.850
63;Sultan Murat X;8.803.050
64;DragonWiz;8.783.450
65;Lilien1999;8.709.600
66;ozzy5255;8.582.000
67;mr prynn;8.468.550
68;feimel;8.413.350
69;EXITUS;8.403.750
70;Mac1902;8.356.250
