position;name;points
1;pizm8 ツ;3164034
2;SNEAKY BUNNY;2759050
3;supi pupi;2176074
4;Giorgiotown;1277918
5;JSheridan;1131918
6;haasenpeter rex;970201
7;scotch2013;917815
8;kytrider;906505
9;Dejweed;873060
10;Svela17;818800
11;LE LIGRE;778923
12;Aenwe;738841
13;FugitiveRazor1;737338
14;CalibratGTR;720044
15;Kotor47;646238
16;jukata;614059
17;Cichax0;531659
18;Bogo und Pini;447216
19;fffeyz;384507
20;giMp;345780
21;SNPOL;313881
22;lefueT;217450
23;Mudin364;98669
