position;name;points
1;Cluster82;111088862
2;pizm8 ツ;106575015
3;Smowy;99941365
4;cappu97;97854451
5;supi pupi;92211512
6;Kotor47;86658382
7;Queeniiiii;84260541
8;Moooolah;83624907
9;Archy Monkey;79071344
10;adhd9;78966009
11;Anakín;78606425
12;Fran171526;76344856
13;Adàm;74118796
14;PHOENIX FOX;72146714
15;waynowazza;71950403
16;JSheridan;70971262
17;UMYstern;70724446
18;Fürst der Nazgûl;69297093
19;K E R S Y;66959974
20;mybo0;66797854
21;DragonWiz;65960284
22;CL16CS55;65823746
23;Bogo und Pini;65711573
24;Last Wolf Warrior;65269866
25;SNPOL;65123494
26;111Dave111;64487957
27;Kytrider;63670851
28;fffeyz;63587376
29;SNEAKY BUNNY;63581803
30;FugitiveRazor1;63364673
31;azerty57;62878724
32;Bugab0o;62613092
33;Fürstin;61682243
34;DaliborDaki;61539244
35;giMp;61311506
36;Mischel89;60474281
37;LE LIGRE;59611967
38;Svela17;59459010
39;IefueT;59266533
40;JSnoopy;59099768
41;jobcenter FFM;58818773
42;haasenpeter rex;57769103
43;Aenwe;57474556
44;Cichax0;57428612
45;Dragon blou;56871155
46;ماتج;56758803
47;CalziferFire;56520049
48;Dejweed;56304451
49;Li La LiNuS;56059667
50;PHILAES;55371955
51;Feivel D Maus;54934621
52;Golden FOX;54575153
53;Giorgiotown;54073713
54;CalibratGTR;53883879
55;Captain ESCANOR;53561575
56;Tyskie 66;52669821
57;Baba Basti;52111098
58;Katerina77;51701860
59;Campio91;51267474
60;Sphere8472;51005809
61;SmartesGirl;50971977
62;Mudin364;50728325
63;Fluffy;50050949
64;Chrisiiii;49747225
65;sunny75;48975484
66;ECSI;48899025
67;jukata;47900042
68;Tom12234455;45817810
69;Sultan Murat X;45224732
70;feimel;45158192
position;name;points
71;ozzy5255;44128819
72;LatastrophenUlli;44026969
73;EXITUS;43637872
74;ENG k;43222280
75;Toby Urbex;42123909
76;Leijonamieli;42112742
77;GaaGol;41115920
78;Mac1902;40670795
79;Seniorcoca;40419783
80;scotch2013;40051427
81;Kpiftw;38851235
82;Peeter99;38317083
83;Lilien1999;37878674
84;Babakuji;37591348
85;Pinsel20;37536465
86;MiepStreet;34475706
87;Sanya Longer;34213458
88;dome94G;31472190
89;yyyyyyvhhnmll;29813758
90;Space peak;27114271
91;Dr Cal Lightman;17103020
92;Haulsen;13718210
93;Himbeertony;5436600
94;Jónny666;4325259
95;MetauChopf;2159880
