Position,Name,Points
1,Bugab0o,208734015
2,Last Wolf Warrior,164292306
3,JSheridan,158596859
4,Svela17,152745146
5,Fran171526,149527588
6,supi pupi,143097807
7,Chrisiiii,141512282
8,Bogo und Pini,138043484
9,pizm8 ツ,137392792
10,Kotor47,134636683
11,giMp,133448324
12,Giorgiotown,125291128
13,Smowy,125137929
14,Cluster82,120900356
15,SNPOL,120330465
16,azerty57,120226636
17,Space peak,118906619
18,Dragon blou,118431824
19,LaFleur32,117427730
20,Baba Basti,116016755
21,cappu97,114226288
22,Pinsel20,113133870
23,Li La LiNuS,111570002
24,Kytrider,111074009
25,haasenpeter rex,108396311
26,Sphere8472,105666847
27,Haulsen,105190322
28,Aenwe,103770917
29,UMY Stern,102583587
30,Golden FOX,101388152
31,Archy Monkey,98421790
32,PHOENIX FOX,96819064
33,K E R S Y,96418082
34,SmartesGirl,94941220
35,DragonWiz,93187209
36,Fürst der Nazgûl,92530115
37,커프 부인,89273088
38,Leijonamieli,86967891
39,jukata,86474693
40,lefueT,86381792
41,ECSI,86195382
42,Dejweed,84720435
43,Toby Urbex,82428516
44,ozzy5255,82245847
45,Tom12234455,80082837
46,LatastrophenUlli,79450694
47,Queeniiiiii,78251474
48,Sanya Longer,77431454
49,DaliborDaki,76570764
50,GaaGol,74788687
51,Fürstin,70439600
52,Anakín,70290459
53,dome94G,69999280
54,MetauChopf,69607820
55,ToxicV9,69554989
56,sunny75,69525125
57,fffeyz,67408514
58,EXITUS,66730297
59,feimel,65030383
60,CalziferFire,63863426
61,Mischel89,62685489
62,waynowazza,61053696
63,Tyskie 66,60716292
64,عĽãM,60193675
65,Katerina77,58763879
66,Itstheghoul,57736248
67,jobcenter FFM,56219825
68,Peeter99,55494641
69,Lilien1999,53091757
70,Campio91,52449476
71,Sultan Murat X,51270547
72,Feivel D MauS,49826829
73,Z4ID,49594995
74,The Pharo 2026,49471743
75,Mac1902,48906077
76,Seniorcoca,47501986
77,Kpiftw,46848917
78,yyyyyyvhnmll,44935380
79,Cheesynator,44007617
80,Dr Cal Lightman,43948639
81,MiepStreet,39413086
82,VxClicker,34072755
83,K u r d o,33242288
84,Jónny666,30214283
85,Himbeertony,9960900
86,Peridakles,36214
