Rang,Kommandant,Allianz,Punkte
1,Bugab0o,[AZO] AZOZ,33592600
2,SNEAKY BUNNY,[AZO] AZOZ,30265050
3,Li La Linus,[AZO] AZOZ,29095000
4,JSheridan,[AZO] AZOZ,22259450
5,Haulsen,[AZO] AZOZ,22066700
6,Baba Basti,[AZO] AZOZ,21133450
7,Fürst der Nazgûl,[AZO] AZOZ,20177225
8,Amir Yakuza,[AZO] AZOZ,18708189
9,haasenpeter rex,[AZO] AZOZ,17872300
10,Gordon Freimann,[AZO] AZOZ,17222025
11,UMY Stern,[AZO] AZOZ,16676900
12,SmartesGirl,[AZO] AZOZ,16462925
13,Kotor47,[AZO] AZOZ,16438700
14,Last Wolf Warrior,[AZO] AZOZ,15923400
15,Swe Sandman,[AZO] AZOZ,15487675
16,Schlabberbacke,[AZO] AZOZ,14865950
17,Xambash,[AZO] AZOZ,14052875
18,Jacob Carter,[AZO] AZOZ,13572775
19,Lilly187,[AZO] AZOZ,13525700
20,Fran171526,[AZO] AZOZ,12485225
21,Giorgiovillage,[AZO] AZOZ,12337175
22,SNPOL,[AZO] AZOZ,12245225
23,cappu97,[AZO] AZOZ,12080300
24,PHOENIX FOX,[AZO] AZOZ,11848500
25,Cluster82,[AZO] AZOZ,11735675
26,Aenwe,[AZO] AZOZ,11676975
27,Smowy,[AZO] AZOZ,11535350
28,IefueT,[AZO] AZOZ,10883900
29,Pinsel20,[AZO] AZOZ,10801375
30,Dr Cal Lightman,[AZO] AZOZ,10795425
31,feimel,[AZO] AZOZ,10720325
32,Peridakles,[AZO] AZOZ,10258825
33,Jónny666,[AZO] AZOZ,10191025
34,Sphere8472,[AZO] AZOZ,10030600
35,Jimi777,[AZO] AZOZ,10004650
36,Crossf4d3,[AZO] AZOZ,9999925
37,Giorgiotown,[AZO] AZOZ,9990775
38,Cheesynator,[AZO] AZOZ,9717675
39,GaaGol,[AZO] AZOZ,9448150
40,RAV28,[AZO] AZOZ,9359375
41,ECSI,[AZO] AZOZ,9146025
42,VxClicker,[AZO] AZOZ,9075750
43,Skywölkchen,[AZO] AZOZ,8927725
44,Last Arti,[AZO] AZOZ,8839075
45,Dejweed,[AZO] AZOZ,8815575
46,sunny75,[AZO] AZOZ,8760725
47,Queen from AZO,[AZO] AZOZ,8734325
48,R2DrehZwo,[AZO] AZOZ,8681675
49,DaliborDaki,[AZO] AZOZ,8659550
50,Svela17,[AZO] AZOZ,8633125
51,SamoZlo,[AZO] AZOZ,8574375
52,jukata,[AZO] AZOZ,8527625
53,Tyskie 66,[AZO] AZOZ,8369450
54,Leijonamieli,[AZO] AZOZ,8228000
55,EXITUS,[AZO] AZOZ,8200825
56,Lieutenant Treetops,[AZO] AZOZ,8064900
57,Tom12234455,[AZO] AZOZ,8037825
58,2 s t y,[AZO] AZOZ,8034300
59,K E R S Y,[AZO] AZOZ,8002500
60,DragonWiz,[AZO] AZOZ,7965850
61,metauchopf,[AZO] AZOZ,7940650
62,Mel Lyn,[AZO] AZOZ,7884100
63,Katerina77,[AZO] AZOZ,7735700
64,DooYooDoo,[AZO] AZOZ,7719075
65,azerty57,[AZO] AZOZ,7660175
66,Bogo und Pini,[AZO] AZOZ,7586350
67,MrSajmonn,[AZO] AZOZ,7573350
68,Hhjjjjcg,[AZO] AZOZ,7495950
69,Kytrider,[AZO] AZOZ,7433850
70,Feivel D Maus,[AZO] AZOZ,7397700
71,fffeyz,[AZO] AZOZ,7354000
72,LatastrophenUlli,[AZO] AZOZ,7325900
73,Dragon blou,[AZO] AZOZ,7309100
74,Christo30,[AZO] AZOZ,7064050
75,Elora Faye,[AZO] AZOZ,6865275
76,Sanya Longer,[AZO] AZOZ,6587475
77,FATUUM,[AZO] AZOZ,6567850
78,ZIYOUD,[AZO] AZOZ,6420900
79,케프 부인,[AZO] AZOZ,6239900
80,Marshalfery,[AZO] AZOZ,6122378
81,yyyyyyvhnmll,[AZO] AZOZ,5837850
82,Toby Urbex,[AZO] AZOZ,5596800
83,ozzy5255,[AZO] AZOZ,5577720
84,CalziferFire,[AZO] AZOZ,5517975
85,Himbeertony,[AZO] AZOZ,5467500
86,Kpiftw,[AZO] AZOZ,5416500
87,jobcenter FFM,[AZO] AZOZ,5389600
88,Br0nzo,[AZO] AZOZ,5322275
89,Kurdo,[AZO] AZOZ,5257289
90,MiepStreet,[AZO] AZOZ,5159550
91,Bestia77,[AZO] AZOZ,5151700
92,Mischel89,[AZO] AZOZ,4629294
93,Mac1902,[AZO] AZOZ,4603325
94,Yama Arashi,[AZO] AZOZ,3964975
95,Sultan Murat X,[AZO] AZOZ,3841325
96,The Pharo 2026,[AZO] AZOZ,3610750
97,1tukasz1,[AZO] AZOZ,3280550
98,El Profesor 92,[AZO] AZOZ,3244475
