Rang,Kommandant,Allianz,Punkte
1,Baba Basti,AZOZ,57301422
2,Fran171526,AZOZ,55015598
3,Li La LiNuS,AZOZ,51594978
4,Haulsen,AZOZ,51097678
5,Fürst der Nazgûl,AZOZ,49353432
6,SmartesGirl,AZOZ,49040000
7,Bugab0o,AZOZ,43146248
8,Giorgiotown,AZOZ,39393804
9,Tyskie 66,AZOZ,39202320
10,Cluster82,AZOZ,38987498
11,feimel,AZOZ,38685200
12,UMY Stern,AZOZ,38084440
13,Queen from AZO,AZOZ,36574508
14,Kotor47,AZOZ,35589586
15,Gordon Freimann,AZOZ,35379436
16,Last Wolf Warrior,AZOZ,34461174
17,JSheridan,AZOZ,31558588
18,cappu97,AZOZ,30962426
19,Amir Yakuza,AZOZ,29327588
20,haasenpeter rex,AZOZ,29023226
21,PHOENIX FOX,AZOZ,28728494
22,Jacob Carter,AZOZ,28407984
23,Marshalfery,AZOZ,27274456
24,Bogo und Pini,AZOZ,25544896
25,K E R S Y,AZOZ,25411234
26,MrSajmonn,AZOZ,23577524
27,SNEAKY BUNNY,AZOZ,23434320
28,Kytrider,AZOZ,23000400
29,Skywölkchen,AZOZ,22909138
30,DaliborDaki,AZOZ,22679582
31,Himbeertony,AZOZ,22090056
32,FATUUM,AZOZ,22085714
33,Xambash,AZOZ,21650872
34,2 s t y,AZOZ,19863960
35,Smowy,AZOZ,19719786
36,EXITUS,AZOZ,17559058
37,DragonWiz,AZOZ,16013290
38,azerty57,AZOZ,13593518
39,jobcenter FFM,AZOZ,13396906
40,Dr Cal Lightman,AZOZ,13096602
41,Swe Sandman,AZOZ,12979306
42,Lieutenant Treetops,AZOZ,12873126
43,fffeyz,AZOZ,12827638
44,Elora Faye,AZOZ,12524510
45,DooYooDoo,AZOZ,12200104
46,Bestia77,AZOZ,11830308
47,Aenwe,AZOZ,11697796
48,Sphere8472,AZOZ,11691368
49,sunny75,AZOZ,11257740
50,ECSI,AZOZ,11159546
51,ozzy5255,AZOZ,11120092
52,Tom12234455,AZOZ,11003918
53,Giorgiovillage,AZOZ,10886022
54,GaaGol,AZOZ,10748594
55,lefueT,AZOZ,10713080
56,SNPOL,AZOZ,10665010
57,Mel Lyn,AZOZ,10623144
58,Last Arti,AZOZ,10484210
59,Pinsel20,AZOZ,10472264
60,Dragon blou,AZOZ,10359216
61,Svela17,AZOZ,10350376
62,Hhjjjjcg,AZOZ,10125028
63,Dejweed,AZOZ,10110514
64,Feivel D MauS,AZOZ,9986154
65,Jónny666,AZOZ,9786846
66,K u r d o,AZOZ,9479678
67,Christo30,AZOZ,9191694
68,Schlabberbacke,AZOZ,9177784
69,MiepStreet,AZOZ,9012132
70,Crossf4d3,AZOZ,8992378
71,Mischel89,AZOZ,8880468
72,Lilly187,AZOZ,8853834
73,Cheesynator,AZOZ,8546666
74,Leijonamieli,AZOZ,8514138
75,케포 부인,AZOZ,8450696
76,The Pharo 2026,AZOZ,8165714
77,CalziferFire,AZOZ,8075046
78,RAV28,AZOZ,8050406
79,Mac1902,AZOZ,7900592
80,jukata,AZOZ,7810346
81,Jimi777,AZOZ,7722302
82,SamoZlo,AZOZ,7719350
83,Br0nzo,AZOZ,7678696
84,VxClicker,AZOZ,7635402
85,Kpiftw,AZOZ,7510828
86,El Profesor 92,AZOZ,7480318
87,R2DrehZwo,AZOZ,7313046
88,Sultan Murat X,AZOZ,7261860
89,metauchopf,AZOZ,7250182
90,LatastrophenUlli,AZOZ,7244192
91,Toby Urbex,AZOZ,5218304
92,Sanya Longer,AZOZ,5154690
93,ZIYOUD,AZOZ,4360218
94,yyyyyyvhhnmll,AZOZ,4051026
95,1Łukasz1,AZOZ,3969722
96,Katerina77,AZOZ,3839250
97,Yama Arashi,AZOZ,3803058
