position,name,points
1,Last Wolf Warrior,38384535
2,JSheridan,20992654
3,Giorgiotown,20136947
4,Kotor47,19084458
5,IefueT,17339124
6,UMY Stern,15423043
7,Smowy,14375352
8,Bugab0o,13205747
9,Fran171526,11332510
10,supi pupi,10526341
11,Cluster82,10085641
12,Svela17,9921264
13,Fürst der Nazgûl,9673377
14,fffeyz,9474011
15,SamoZlo,9289673
16,SNPOL,8957538
17,azerty57,8863137
18,RAV28,8847732
19,Dejweed,8600746
20,haasenpeter rex,8121807
21,Li La LiNuS,8059050
22,cappu97,7454255
23,Baba Basti,7451586
24,CalziferFire,7446149
25,2 s t y,7435678
26,MrSajmonn,7417378
27,PHOENIX FOX,7272787
28,Tyskie 66,7211004
29,Kpiftw,6577911
30,Sphere8472,5931919
31,Jacob Carter,5810402
32,feimel,5546885
33,K E R S Y,5509052
34,ozzy5255,5413684
35,Mac1902,4689188
36,waynowazza,4659422
37,Dragon blou,4589835
38,Bogo und Pini,4524133
39,The Nanos,4466045
40,dome94G,4459821
41,DaliborDaki,4345580
42,Fürstin,4259062
43,Aenwe,4163028
44,DragonWiz,4146729
45,jukata,3879164
46,Sanya Longer,3867451
47,ECSI,3824690
48,Space peak,3778425
49,Marshalfery,3682956
50,GaaGol,3661250
51,Kytrider,3622161
52,MG Mayo,3605131
53,Z4ID,3582413
54,Feivel D MauS,3494990
55,케프 부인,3480273
56,Christo30,3246210
57,Last Arti,3218461
58,EXITUS,3178250
59,Itstheghoul,3147216
60,Katerina77,3113084
61,Toby Urbex,3017305
62,Golden FOX,3000500
63,Gordon Freimann,2931777
64,Haulsen,2880347
65,Pinsel20,2760083
66,Pawelte,2605504
67,Bestia77,2600273
68,LatastrophenUlli,2429312
69,SmartesGirl,2350000
70,sunny75,2350000
71,gjMp,2350000
72,Sultan Murat X,2310750
73,Himbeertony,2249375
74,Tom12234455,2000000
75,Leijonamieli,1964376
76,TheShorty,1950000
77,Peridakles,1950000
78,Mischel89,1928979
79,Campio91,1850000
80,K u r d o,1832195
81,Dr Cal Lightman,1829125
82,Jimi777,1799007
83,Jónny666,1798494
84,The Pharo 2026,1747671
85,yyyyyvhhnmll,1556907
86,Schlabberbacke,1506000
87,Peeter99,1350000
88,Cheesynator,1350000
89,Skywölkchen,1350000
90,Lilien1999,1300000
91,MiepStreet,1200000
92,jobcenter FFM,1150000
93,Queeniiiiii,1078750
94,MetauChopf,750000
95,VxClicker,263024
