Position,Name,Points
1,Bugab0o,18849750
2,Christo30,18534000
3,Tom12234455,14031250
4,Dragon blou,12666875
5,DragonWiz,12588000
6,Kotor47,12200625
7,Haulsen,12114375
8,Pawelte,11670875
9,ozzy5255,11324800
10,Jacob Carter,11085250
11,lefueT,10965375
12,Svela17,10652375
13,Sphere8472,10419750
14,Golden FOX,10224375
15,Fran171526,10186000
16,Cheesynator,10114250
17,Baba Basti,10013250
18,SNPOL,9923000
19,Toby Urbex,9787500
20,UMY Stern,9783250
21,supi pupi,9565000
22,ECSI,9411750
23,Li La LiNuS,9305875
24,azerty57,9248125
25,Peeter99,9244250
26,Skywölkchen,9133750
27,Kpiftw,9111125
28,Gordon Freimann,9057250
29,CalziferFire,9043000
30,Sultan Murat X,8815500
31,Marshalfery,8751997
32,K E R S Y,8712625
33,cappu97,8634375
34,fffeyz,8627625
35,Itstheghoul,8582250
36,Last Arti,8471500
37,Smowy,8310125
38,feimel,8288500
39,SmartesGirl,8268375
40,JSheridan,8160125
41,Katerina77,8115750
42,Lilien1999,8084875
43,TheShorty,8049500
44,케프 부인,7998525
45,Bogo und Pini,7984500
46,Fürstin Elora,7974000
47,Fürst der Nazgûl,7873375
48,sunny75,7804375
49,Hhjjjjcg,7786125
50,Aenwe,7736625
51,Dr Cal Lightman,7711250
52,Sanya Longer,7669500
53,jobcenter FFM,7654125
54,SamoZlo,7653125
55,Cluster82,7603625
56,MiepStreet,7603500
57,Himbeertony,7569500
58,haasenpeter rex,7551375
59,Kytrider,7544625
60,Jimi777,7540500
61,Peridakles,7525750
62,Leijonamieli,7516875
63,Jónny666,7507250
64,GaaGol,7479175
65,Mischel89,7453383
66,Queen from AZO,7451000
67,Pinsel20,7433375
68,RAV28,7414250
69,2 s t y,7361875
70,PHOENIX FOX,7361325
71,SNEAKY BUNNY,7354750
72,Tyskie 66,7333000
73,EXITUS,7324250
74,dome94G,7304625
75,Mac1902,7273500
76,Amir Yakuza,7261964
77,Giorgiotown,7260000
78,LatastrophenUlli,7259750
79,Dejweed,7234375
80,DaliborDaki,7229875
81,jukata,7221000
82,MG Mayo,7214775
83,MrSajmonn,7202250
84,Feivel D MauS,6955500
85,Bestia77,4892225
86,Schlabberbacke,4704750
87,Last Wolf Warrior,4527500
88,The Nanos,3608875
89,K u r d o,3216527
90,FATUUM,2969900
91,VxClicker,2808250
92,yyyyyyyvhhmll,2618000
93,Z4ID,2150000
94,The Pharo 2026,1653000
95,Campio91,1378500
96,Space peak,688500
