Position,Name,Points
1,[AZO]Gordon Freimann,2704388
2,[AZO]dome94G,1938088
3,[AZO]Haulsen,1834239
4,[AZO]Cluster82,1833647
5,[AZO]Baba Basti,1674021
6,[AZO]Smowy,1371406
7,[AZO]Queen from AZO,1240724
8,[AZO]PHOENIX FOX,1021646
9,[AZO]2 s t y,978494
10,[AZO]JSheridan,956094
11,[AZO]BugaBoo,789506
12,[AZO]azerty57,654515
13,[AZO]lefueT,474651
14,[AZO]fffeyz,451398
15,[AZO]Last Arti,440411
16,[AZO]RAV28,408562
17,[AZO]SamoZlo,351332
18,[AZO]DaliborDaki,314424
19,[AZO]Katerina77,310967
20,[AZO]Fürstin Elora,270446
21,[AZO]Golden FOX,227251
22,[AZO]Azuuzz,183228
23,[AZO]Mac1902,153482
