Position,Name,Points
1,Last Wolf Warrior,66409916
2,JSheridan,65048556
3,Haulsen,60214296
4,UMY Stern,59519626
5,Svela17,58947948
6,Smowy,55243046
7,SNEAKY BUNNY,53967314
8,Baba Basti,53687382
9,Li La LiNuS,53562564
10,supi pupi,53152366
11,Giorgiotown,51766274
12,Dr Cal Lightman,50495420
13,Jónny666,46896864
14,ECSI,46075620
15,KERSY,45887712
16,Cluster82,44653274
17,Sphere8472,43128478
18,lefueT,42140238
19,fffeyz,41062674
20,haasenpeter rex,40915660
21,Kotor47,40863140
22,Gordon Freimann,40364148
23,MrSajmonn,39946782
24,RAV28,39833674
25,Fran171526,39692468
26,sunny75,39081962
27,CéréâlKiller,38746506
28,SamoZlo,38529674
29,2 s t y,38115388
30,PHOENIX FOX,37996976
31,Aenwe,37552858
32,cappu97,35253736
33,Tom12234455,34214330
34,Fürst der Nazgûl,34129366
35,feimel,33834892
36,Bogo und Pini,33623646
37,Feivel D MauS,32799056
38,Queen from AZO,32430680
39,Tyskie 66,32211344
40,Kytrider,31725186
41,Skywölkchen,31723250
42,DaliborDaki,30565872
43,Bugab0o,30030274
44,케프 부인,29744792
45,Z4ID,29195874
46,FATUUM,29082802
47,Sanya Longer,28953188
48,Sugarpüff,28621358
49,Christo30,28304096
50,Mel Lyn,27764912
51,Hhjjjjcg,27601040
52,Kpiftw,26798964
53,Peridakles,26628120
54,jukata,26427884
55,Last Arti,25165924
56,Jacob Carter,24268934
57,Schlabberbacke,24043168
58,azerty57,23501250
59,jobcenter FFM,23454808
60,Pawelte,23285260
61,DragonWiz,22940812
62,SmartesGirl,22663536
63,Katerina77,22521560
64,Marshalfery,22096693
65,SNPOL,22040160
66,LatastrophenUlli,21693114
67,Pinsel20,21046372
68,Dragon blou,20720212
69,Fürstin Elora,20343808
70,MG Mayo,19126854
71,CalziferFire,18698466
72,Toby Urbex,18204996
73,EXITUS,18182536
74,GaaGol,17861134
75,Xambash,17844314
76,Leijonamieli,17801334
77,Jimi777,17781478
78,yyyyyyvhhmnll,17564688
79,ozzy5255,17102212
80,MetauChopf,15668112
81,Lilien1999,14213850
82,Yama Arashi,13836706
83,VxClicker,13038992
84,Mac1902,12272724
85,Dejweed,11862972
86,Sultan Murat X,9982034
87,Mischel89,9877504
88,Bestia77,9399938
89,Himbeertony,9395328
90,MiepStreet,8997372
91,The Pharo 2026,8589680
92,Cheesynator,8048836
93,K u r d o,7802410
