Rang,Kommandant,Allianz,Punkte
1,Marshalfery,AZO,30007134
2,Jacob Carter,AZO,20891154
3,Tyskie 66,AZO,18941094
4,Peridakles,AZO,17119436
5,Dragon blou,AZO,15007068
6,Aenwe,AZO,13894268
7,Queen from AZO,AZO,13397856
8,azerty57,AZO,13089410
9,Swe Sandman,AZO,12130150
10,EXITUS,AZO,11792124
11,feimel,AZO,11360948
12,LUCIFER,AZO,10830216
13,Bogo und Pini,AZO,10788596
14,KERSY,AZO,10570564
15,Sanya Longer,AZO,10356492
16,Jónny666,AZO,10338250
17,DragonWiz,AZO,10071848
18,cappu97,AZO,10003404
19,GaaGol,AZO,9848904
20,ZIYOUD,AZO,9569154
21,jukata,AZO,9409360
22,FATUUM,AZO,9318034
23,Cluster82,AZO,9279038
24,Smowy,AZO,9227840
25,Kurdo,AZO,9201160
26,Kpiftw,AZO,9188764
27,Cheesynator,AZO,9126520
28,lefueT,AZO,9086980
29,Mischel89,AZO,8861954
30,Kotor47,AZO,8526854
31,케포 부인,AZO,8396020
32,Haulsen,AZO,8363874
33,fffeyz,AZO,8314768
34,Christo30,AZO,8303066
35,yyyyyyvhnmll,AZO,8218206
36,R2DrehZwo,AZO,8210872
37,Giorgiotown,AZO,8208786
38,Leijonamieli,AZO,8179796
39,SNPOL,AZO,8178878
40,Bugab0o,AZO,8130036
41,Schlabberbacke,AZO,8129314
42,Fürstin von Knolle,AZO,8095300
43,Feivel D MauS,AZO,7977386
44,Katerina77,AZO,7975854
45,Skywölkchen,AZO,7972002
46,Hhjjjjcg,AZO,7949562
47,Tom12234455,AZO,7890496
48,Dejweed,AZO,7867412
49,Pinsel20,AZO,7824778
50,El Profesor  92,AZO,7798406
51,PHOENIX FOX,AZO,7791608
52,Gordon Freimann,AZO,7786434
53,Dr Cal Lightman,AZO,7716694
54,DaliborDaki,AZO,7703908
55,Fran171526,AZO,7694620
56,The Pharo 2026,AZO,7673198
57,Xambash,AZO,7662594
58,UMY Stern,AZO,7644294
59,JSheridan,AZO,7641798
60,Jimi777,AZO,7582994
61,Li La LiNuS,AZO,7574790
62,Br0nzo,AZO,7568950
63,Lilly187,AZO,7562220
64,SNEAKY BUNNY,AZO,7554770
65,Sultan Murat X,AZO,7523508
66,haasenpeter rex,AZO,7523310
67,Amir Yakuza,AZO,7517116
68,Himbeertony,AZO,7477586
69,DooYooDoo,AZO,7428482
70,Mac1902,AZO,7422836
71,Bestia77,AZO,7409316
72,Kytrider,AZO,7382174
73,Sphere8472,AZO,7377186
74,metauchopf,AZO,7374318
75,Mel Lyn,AZO,7363612
76,Svela17,AZO,7323896
77,ozzy5255,AZO,7308976
78,Yama Arashi,AZO,7294606
79,ECSI,AZO,7278330
80,MiepStreet,AZO,7239746
81,Last Arti,AZO,7237940
82,Crossf4d3,AZO,7227996
83,sunny75,AZO,7215616
84,CalziferFire,AZO,7214898
85,Toby Urbex,AZO,6085176
86,LatastrophenUlli,AZO,5822728
87,1Łukasz1,AZO,5170980
88,Lord78,AZO,5054436
89,Last Wolf Warrior,AZO,5047002
90,Fürst der Nazgûl,AZO,4025306
91,SmartesGirl,AZO,3827370
92,VxClicker,AZO,3655252
93,jobcenter FFM,AZO,2672036
94,War1992rior,AZO,1080000
95,AHMD54,AZO,150000
