Position,Name,Points
1,Last Wolf Warrior,267257552
2,Bugaboo,258991086
3,Baba Basti,233739816
4,lefueT,205386640
5,Svela17,189033312
6,Kotor47,188892333
7,Gordon Freimann,171949158
8,Haulsen,168529779
9,Space peak,166542311
10,UMY Stern,161788236
11,Li La LiNuS,148732060
12,Giorgiotown,133723424
13,Jónny666,131114819
14,JSheridan,126542663
15,K E R S Y,124041768
16,cappu97,122970002
17,azerty57,121564344
18,Cluster82,121292968
19,Christo30,120918613
20,PHOENIX FOX,116627976
21,Tom12234455,114687369
22,Smowy,113666167
23,Fran171526,113632010
24,Sanya Longer,106180183
25,DaliborDaki,104904815
26,SNPOL,104483719
27,haasenpeter rex,101786576
28,Fürst der Nazgúl,101456537
29,MrSajmonn,99519843
30,Queeniiiiii,99451007
31,MetauChopf,98206488
32,jukata,97451110
33,ECSI,97101307
34,GaaGol,94708831
35,Sphere8472,90906870
36,Fürstin,90447551
37,feimel,89872803
38,Dragon blou,89123555
39,giMp,88858533
40,dome94G,88568422
41,Bogo und Pini,88448088
42,Pawelte,88277592
43,2 s t y,87659686
44,supi pupi,84068013
45,Dejweed,83860265
46,Tyskie 66,83213193
47,Jimi777,82799976
48,Katerina77,81631070
49,SmartesGirl,80702910
50,Last Arti,79987530
51,MellidieGroße,78242262
52,CalziferFire,77598641
53,Kytrider,77402916
54,Aenwe,76506801
55,SamoZlo,75002609
56,Toby Urbex,73067930
57,Lilien1999,71780027
58,DragonWiz,71438179
59,Jacob Carter,70085029
60,RAV28,69754024
61,ozzy5255,69393288
62,Peridakles,68763379
63,sunny75,66593785
64,Feivel D Maus,66124565
65,Golden FOX,66007774
66,케포 부인,63231109
67,Skywölkchen,62239102
68,Marshalfery,61192649
69,EXITUS,60171325
70,Z4ID,59724301
71,waynowazza,58535945
72,TheShorty,58305325
73,fffeyz,56864211
74,Sultan Murat X,55667519
75,MiepStreet,55423167
76,Leijonamieli,55179152
77,Peeter99,53781226
78,Himbeertony,53754668
79,yyyyyyvhnmll,52887381
80,Mac1902,52818479
81,Itstheghoul,50957424
82,Kpiftw,50912572
83,Campio91,49431701
84,jobcenter FFM,49163702
85,Bestia77,46429168
86,Dr Cal Lightman,44595343
87,Pinsel20,44477427
88,Cheesynator,44325574
89,Schlabberbacke,41621225
90,LatastrophenUlli,37127950
91,The Nanos,37063527
92,MG Mayo,34379634
93,The Pharo 2026,32389520
94,K u r d o,26763554
95,VxClicker,20730416
96,Mischel89,18997197
