position,name,points
1,azerty57,22466728
2,Peeter99,19512078
3,jukata,19048734
4,feimel,17533594
5,Pawelte,16233904
6,The Nanos,15476250
7,Z4ID,15356120
8,EXITUS,15141512
9,MG Mayo,15091242
10,Feivel D MauS,15051236
11,waynowazza,14565904
12,Cluster82,13991312
13,Sultan Murat X,13815092
14,Last Wolf Warrior,13470332
15,Fürst der Nazgûl,13465484
16,케포 부인,13437194
17,Marshalfery,13386317
18,Fürstin,12574976
19,jobcenter FFM,12358168
20,DragonWiz,12096826
21,Baba Basti,11762438
22,Jacob Carter,11718696
23,Sphere8472,11656926
24,2 s t y,11650224
25,ozzy5255,11628052
26,Campio91,11437512
27,SmartesGirl,11225642
28,MiepStreet,11169408
29,ToxicV9,11143168
30,Giorgiotown,11116916
31,cappu97,11071554
32,PHOENIX FOX,10616474
33,Dr Cal Lightman,10440980
34,Mischel89,10367590
35,supi pupi,10245348
36,K E R S Y,10235330
37,Aenwe,9850058
38,Jónny666,9774122
39,Space peak,9574976
40,dome94G,9539040
41,ECSI,9480656
42,Tom12234455,9418368
43,Dragon blou,9284702
44,LatastrophenUlli,9269000
45,Bogo und Pini,9208024
46,UMY Stern,9189926
47,SNPOL,9162698
48,The Pharo 2026,9123926
49,DaliborDaki,9067868
50,Himbeertony,8988470
51,sunny75,8983624
52,Mac1902,8959148
53,Queeniiiiii,8853086
54,fffeyz,8781362
55,Lilien1999,8758362
56,Kytrider,8750500
57,Golden FOX,8572952
58,Skywölkchen,8508492
59,Toby Urbex,8499212
60,haasenpeter rex,8204968
61,MrSajmonn,8195284
62,CalziferFire,8168906
63,Bugab0o,8152790
64,Li La LiNuS,8051170
65,Chrisiiii,7914300
66,Jimi777,7873500
67,RAV28,7835300
68,Bestia77,7817250
69,SamoZlo,7777836
70,VxClicker,7772766
71,lefueT,7752762
72,Leijonamieli,7730952
73,Cheesynator,7699230
74,Peridakles,7681044
75,Tyskie 66,7672332
76,Fran171526,7629966
77,Katerina77,7609856
78,Kotor47,7581392
79,Dejweed,7572574
80,Smowy,7561986
81,Last Arti,7517682
82,Pinsel20,7408480
83,Svela17,7383000
84,GaaGol,7349036
85,Kpiftw,7286366
86,Haulsen,7268682
87,JSheridan,7247384
88,gi^Mp,7160234
89,Itstheghoul,5217860
90,FugitiveRazor1,3738860
91,Schlabberbacke,2220000
92,K u r d o,1413866
93,Sanya Longer,1136286
94,yyyyyyvhhnmll,582500
