position;name;points
1;Fluffy;75059979
2;Moooolah;49169659
3;111Dave111;41459371
4;Kytrider;39930612
5;JSnoopy;37035629
6;Kotor47;36245409
7;Bogo und Pini;35900140
8;Anakín;35451735
9;FugitiveRazor1;34709349
10;Cluster82;33501024
11;Haulsen;32131075
12;Adám;31528107
13;sunny75;31333320
14;SmartesGirl;31015458
15;Cichax0;29258223
16;cappu97;27866176
17;UMY Stern;26758363
18;Lilien1999;26655068
19;Li La LiNuS;25206001
20;LaFleur32;24965236
21;K E R S Y;24379876
22;Fran171526;24311150
23;Mudin364;24155406
24;Fürst der Nazgûl;23913877
25;Sphere8472;23538420
26;Last Wolf Warrior;23237562
27;DaliborDaki;23169083
28;Queeniiiiii;22157739
29;ECSI;22041796
30;Dejweed;21795837
31;Aenwe;21526933
32;케프 부인;21438597
33;Smowy;20768391
34;Fürstin;19911885
35;Seniorcoca;19841734
36;Toby Urbex;19651757
37;fffeyz;19453235
38;SNPOL;19088947
39;Peeter99;18469806
40;Baba Basti;18365695
41;jukata;18119160
42;DragonWiz;17644226
43;Dragon blou;17537412
44;pizm8 ツ;17373567
45;Giorgiotown;17367650
46;Golden FOX;17253000
47;haasenpeter rex;17023166
48;EXITUS;16976280
49;JSheridan;16949984
50;Pinsel20;16635698
51;Babakuji;16410289
52;supi pupi;15808303
53;PHILAES;15794564
54;Leijonamieli;15679492
55;Tyskie 66;15661973
56;Adhd9;15579150
57;GaaGol;15535600
58;feimel;15511468
59;Sultan Murat X;15502360
60;Campio91;14906952
61;اLّM;14880299
62;Svela17;14417601
63;Feivel D MauS;14267750
64;azerty57;14110000
65;Archy Monkey;14108730
66;PHOENIX FOX;12952240
67;LatastrophenUlli;12849076
68;waynowazza;12767426
69;Tom12234455;12154940
70;CalziferFire;10631770
71;Cheesynator;10599838
72;Z4ID;10574311
73;The Pharo 2026;10562806
74;Chrisiiii;10447865
75;yyyyyyvhhnmll;10257014
76;giMp;10236063
77;Space peak;10196617
78;K u r d o;10025686
79;IefueT;9846905
80;VxClicker;9644992
81;CL16CS55;9424489
82;dome94G;9279500
83;Bugab0o;9252604
84;Katerina77;9054500
85;jobcenter FFM;8809107
86;ozzy5255;8690468
87;Dr Cal Lightman;8615000
88;MiepStreet;8404350
89;Mischel89;8132334
90;Mac1902;7819993
91;Kpiftw;7247405
92;Sanya Longer;6339196
