position;name;points
1;Baba Basti;37535940
2;Smowy;36168210
3;supi pupi;32251200
4;Kotor47;30065400
5;Li La LiNuS;26747340
6;Adhd9;26365375
7;Fürst der Nazgûl;26289300
8;Archy Monkey;25767467
9;Fluffy;25475790
10;pizm8 ツ;25348398
11;Anakín;24548296
12;JSheridan;23481300
13;CL16CS55;23015450
14;Bugab0o;22489410
15;haasenpeter rex;22139012
16;Kytrider;21805740
17;Sphere8472;21697590
18;Svela17;21270330
19;Adám;20857590
20;Dejweed;20390790
21;Cichax0;20182260
22;111Dave111;19968070
23;cappu97;19511910
24;SNPOL;19460820
25;Queeniiiii;18893220
26;LaFleur32;18396500
27;UMY Stern;18158570
28;Fürstin;17018550
29;DaliborDaki;16094101
30;Bogo und Pini;15640110
31;Golden FOX;15557310
32;Fran171526;15038940
33;azerty57;14357970
34;SmartesGirl;14335980
35;Haulsen;13398402
36;Last Wolf Warrior;13288020
37;CalziferFire;13235160
38;Katerina77;12952560
39;DragonWiz;12951930
40;Aenwe;12766410
41;JSnoopy;12434280
42;Moooolah;12324840
43;Babakuji;12314232
44;EXITUS;11749650
45;IefueT;11711010
46;waynowazza;11463064
47;Tom12234455;11161774
48;Mudin364;11083080
49;PHILAES;10526979
50;PHOENIX FOX;10191066
51;Dragon blou;10036534
52;تـاM;9991952
53;Cluster82;9850860
54;Feivel D MauS;9744728
55;Lilien1999;9690960
56;FugitiveRazor1;9672466
57;jukata;9532710
58;dome94G;9048300
59;fffeyz;9034312
60;GaaGol;8857665
61;K E R S Y;8638860
62;Toby Urbex;8518230
63;sunny75;8488680
64;Dr Cal Lightman;8444625
65;Peeter99;8129220
66;Giorgiotown;8085780
67;Tyskie 66;7766610
68;LatastrophenUlli;7764750
69;Mischel89;7755198
70;Chrisiiii;7710900
71;Campio91;7609476
72;ECSI;7590300
73;feimel;7572900
74;giMp;7351440
75;Sanya Longer;7280800
76;케포 부인;7227400
77;Kpiftw;5769375
78;Leijonamieli;5226300
79;Sultan Murat X;4843859
80;Pinsel20;4801500
81;ozzy5255;4210846
82;Mac1902;3860609
83;Z4ID;3344234
84;VxClicker;3287700
85;The Pharo 2026;2685192
86;Space peak;2442900
87;MiepStreet;2290304
88;Seniorcoca;2135766
89;yyyyyyvhhnmll;1382790
90;K u r d o;1334000
91;Himbeertony;306000
