position;name;points
1;LaFleur32;18270175
2;Bogo und Pini;16848300
3;Cichax0;16164070
4;Babakuji;16075520
5;sunny75;14966400
6;Bugab0o;14868300
7;SmartesGirl;14281800
8;Baba Basti;13876800
9;JSheridan;13848150
10;Adám;13699650
11;Smowy;13180800
12;Sphere8472;12709650
13;111Dave111;12707650
14;CL16CS55;12310797
15;Moooolah;12230854
16;K E R S Y;12032700
17;Haulsen;12031050
18;Toby Urbex;11973450
19;Kotor47;11937750
20;azerty57;11894700
21;FugitiveRazor1;11685950
22;Seniorcoca;11642245
23;Fürst der Nazgûl;11575950
24;Dragon blou;11488694
25;Fürstin;11487450
26;SNPOL;11378700
27;IefueT;11342400
28;عـلـيM;11209828
29;cappu97;11168250
30;PHOENIX FOX;11051300
31;DaliborDaki;10831040
32;Cluster82;10429050
33;Fluffy;10423800
34;ECSI;10360500
35;Leijonamieli;10154250
36;CalziferFire;10148700
37;Fran171526;10140750
38;jukata;10009950
39;Adhd9;9996000
40;Mischel89;9949675
41;MetauChopf;9878400
42;Archy Monkey;9866524
43;supi pupi;9823950
44;fffeyz;9670940
45;GaaGol;9648750
46;PHILAES;9621150
47;Svela17;9555900
48;Tom12234455;9442050
49;Golden FOX;9429000
50;Li La LiNuS;9382050
51;Anakín;9359682
52;Kytrider;9228600
53;Dejweed;9098550
54;haasenpeter rex;9081160
55;Aenwe;9055130
56;Mudin364;9001800
57;Tyskie 66;8937750
58;feimel;8799300
59;pizm8 ツ;8759685
60;DragonWiz;8736900
61;Giorgiotown;8601150
62;Cheesynator;8576682
63;Space peak;8540250
64;waynowazza;8490150
65;Peeter99;8476650
66;Chrisiiii;8433900
67;Lilien1999;8417250
68;Last Wolf Warrior;8396550
69;LatastrophenUlli;8360850
70;Kpiftw;8006782
71;ozzy5255;7903700
72;The Pharo 2026;7815795
73;Sultan Murat X;7767970
74;Pinsel20;7766100
75;케프 부인;7713900
76;Queeniiiiii;7661700
77;Feivel D MauS;7610700
78;Katerina77;7568100
79;JSnoopy;7568031
80;UMY Stern;7228800
81;Campio91;7225820
82;dome94G;7216500
83;Z4ID;7212015
84;yyyyyyvhhnmll;6261000
85;giMp;5517000
86;VxClicker;5455800
87;K u r d o;5422611
88;MiepStreet;5004600
89;jobcenter FFM;4999795
90;Mac1902;4639830
91;Sanya Longer;4500250
92;EXITUS;4166750
93;Dr Cal Lightman;1153000
