position;name;points
1;Adám;58241937
2;Fluffy;55275113
3;111Dave111;51895139
4;Kotor47;47898958
5;Fürst der Nazgûl;45087430
6;Cichax0;40397969
7;Babakuji;39814018
8;Moooolah;38181813
9;JSheridan;30556939
10;LaFleur32;30170424
11;Pinsel20;29382034
12;Baba Basti;26214574
13;Haulsen;25958156
14;Toby Urbex;25896112
15;The Pharo 2026;24391664
16;PHOENIX FOX;22792504
17;Sphere8472;22508169
18;Anakín;22437270
19;PHILAES;21852841
20;aلـM;20732930
21;UMY Stern;18751106
22;feimel;17859375
23;DaliborDaki;17561219
24;supi pupi;17172125
25;lefueT;17152456
26;CL16CS55;17140696
27;FugitiveRazor1;16801020
28;haasenpeter rex;16090492
29;waynowazza;16086501
30;jukata;15914823
31;K E R S Y;15869266
32;Archy Monkey;14572911
33;Smowy;14558846
34;Dragon blou;14269214
35;cappu97;14238965
36;VxClicker;14059688
37;Li La LiNuS;14028841
38;ECSI;14022082
39;Cluster82;13905398
40;Mischel89;13880314
41;Leijonamieli;12698082
42;Fran171526;12564928
43;Aenwe;11249896
44;Tyskie 66;11093350
45;Seniorcoca;11043280
46;Mudin364;10670325
47;Lilien1999;10660388
48;fffeyz;10634666
49;sunny75;10462421
50;Last Wolf Warrior;10386575
51;Bugab0o;10134394
52;Peeter99;9986438
53;Kytrider;9937819
54;DragonWiz;9855627
55;ozzy5255;9853330
56;GaaGol;9637592
57;CalziferFire;9473063
58;pizm8 ツ;9359644
59;Tom12234455;9251640
60;Giorgiotown;9161990
61;Svela17;9155088
62;케포 부인;9070183
63;Katerina77;8912907
64;Adhd9;8356408
65;Fürstin;8143504
66;Bogo und Pini;8126034
67;Chrisiiii;8104808
68;Mac1902;8061934
69;EXITUS;7991456
70;SNPOL;7903287
71;Z4ID;7799531
72;azerty57;7762398
73;Kpiftw;7713856
74;MiepStreet;7673413
75;Dejweed;7506710
76;Feivel D MauS;7485114
77;Sultan Murat X;7481975
78;Campio91;7461364
79;giMp;7409467
80;Queeniiiiii;7407204
81;JSnoopy;7406375
82;Golden FOX;7393722
83;dome94G;7352462
84;jobcenter FFM;7269710
85;Sanya Longer;7233940
86;LatastrophenUlli;7231618
87;MetauChopf;6591461
88;yyyyyyvhhnmll;5651640
89;Space peak;5579381
90;SmartesGirl;4855607
91;Cheesynator;3660924
92;Kurdo;1323500
