Position,Name,Points
1,[AZO]SNEAKY BUNNY,2433838
2,[AZO]supi pupi,2155771
3,[AZO]Li La LiNuS,2085561
4,[AZO]Baba Basti,1562400
5,[AZO]Kotor47,1539019
6,[AZO]Fran171526,1489229
7,[AZO]Giorgiotown,1347750
8,[AZO]Aenwe,1139488
9,[AZO]Haulsen,1108521
10,[AZO]Last Wolf Warrior,1083176
11,[AZO]Svela17,1078212
12,[AZO]Bogo und Pini,853147
13,[AZO]Pawelte,719368
14,[AZO]Jónny666,677661
15,[AZO]Dejweed,666281
16,[AZO]Kytrider,625767
17,[AZO]jukata,408578
18,[AZO]SNPOL,327659
19,[AZO]DragonWiz,302813
20,[AZO]lefueT,221280
21,[AZO]sunny75,167842
22,[AZO]Jimi777,150284
