position;name;points
1;Moooolah;27984000
2;gjMp;25518850
3;Archy Monkey;24760486
4;adhd9;24739350
5;Cluster82;22230350
6;cappu97;20232350
7;jobcenter FFM;19868851
8;UMYstern;19328705
9;Fürst der Nazgúl;16761450
10;Cichax0;16104507
11;Queeniiiiii;15759100
12;Tyskie 66;14852100
13;BugaB0o;14365800
14;Anakín;14168390
15;CL16CS55;14087557
16;111Dave111;13938650
17;Kotor47;13773100
18;SNPOL;13526000
19;ENG ϟ;13479095
20;SmartesGirl;13334400
21;pizm8 ツ;13008020
22;Adàm;13003550
23;Giorgiotown;12481550
24;FugitiveRazor1;12236554
25;supi pupi;11978450
26;DaliborDaki;11858235
27;haasenpeter rex;11764320
28;Dejweed;11651650
29;Dragon blou;11487500
30;Baba Basti;11443450
31;Last Wolf Warrior;11396150
32;scotch2013;11392545
33;Fran171526;11013750
34;Smowy;10831950
35;mybo0;10799350
36;SNEAKY BUNNY;10405900
37;Bogo und Pini;10305400
38;DragonWiz;10236100
39;Tom12234455;10235550
40;CalziferFire;10184800
41;PHOENIX FOX;10182350
42;Svela17;10105950
43;CalibratGTR;9830131
44;azerty57;9680250
45;ozzy5255;9624000
46;Chrisiiii;9566650
47;Aenwe;9411000
48;FluffY;9034350
49;lefueT;8957250
50;Kytrider;8957100
51;ECSI;8949300
52;PHILAES;8944750
53;Li La LiNuS;8889200
54;JSheridan;8812500
55;K E R S Y;8654250
56;LE LIGRE;8632025
57;Captain ESCANOR;8496750
58;Mischel89;8452250
59;JSnoopy;8421850
60;Kpiftw;8284660
61;waynowazza;8268400
62;Golden FOX;8151500
63;Fürstin;8116000
64;Sphere8472;8015700
65;Campio91;7903340
66;Babakuji;7889160
67;Katerina77;7779900
68;jukata;7740150
69;sunny75;7728400
70;Leijonamieli;7720700
71;Pinsel20;7610550
72;Toby Urbex;7593850
73;EXITUS;7587800
74;Mudin364;7570950
75;Lilien1999;7509750
76;Mac1902;7500347
77;MiepStreet;7500280
78;aلـM;7468900
79;GaaGol;7356850
80;LatastrophenUlli;7230600
81;Space peak;7204600
82;Sultan Murat X;6744076
83;Seniorcoca;6498200
84;Feivel D MauS;6422751
85;Peeter99;6178800
86;yyyyyyvhhnmll;5385000
87;fffeyz;4904660
88;feimel;4765050
89;dome94G;3674700
90;K u r d o;3457800
91;The Pharo 2026;3301320
92;Sanya Longer;2375000
93;Haulsen;1403750
