position,name,points
1,Smowy,74134380
2,Baba Basti,72187117
3,supi pupi,69408574
4,Li La LiNuS,69163319
5,Last Wolf Warrior,68555408
6,JSheridan,67705637
7,haasenpeter rex,65552060
8,Haulsen,62245647
9,Fürst der Nazgúl,61481254
10,UMY Stern,60915455
11,lefueT,59857772
12,Cluster82,59171446
13,cappu97,56909949
14,azerty57,56895820
15,Giorgiotown,56631319
16,jukata,55863171
17,Dragon blou,53931792
18,Kytrider,53429034
19,dome94G,53294084
20,SNPOL,53083449
21,Queeniiiiii,52725101
22,Fürstin,52314478
23,PHOENIX FOX,52102466
24,feimel,51779415
25,Aenwe,51688598
26,Dejweed,51487373
27,Kotor47,51260814
28,Marshalfery,51180291
29,Fran171526,50999346
30,Feivel D MauS,50985712
31,Bugab0o,50905431
32,Peeter99,50766978
33,Sphere8472,49997291
34,LatastrophenUlli,48847243
35,Jacob Carter,48683545
36,EXITUS,48271463
37,Z4ID,48122425
38,DaliborDaki,47978966
39,K E R S Y,47750395
40,Jónny666,47390406
41,Mac1902,47316679
42,케포 부인,46933324
43,Golden FOX,46447912
44,Campio91,45953509
45,Jimi777,45935591
46,Last Arti,45380114
47,SmartesGirl,45301099
48,DragonWiz,45088971
49,sunny75,44988297
50,ECSI,44836430
51,Bogo und Pini,44832074
52,Sultan Murat X,44773581
53,Svela17,44598497
54,jobcenter FFM,43945562
55,Toby Urbex,43575744
56,Tyskie 66,43469638
57,Skywölkchen,42979527
58,Kpiftw,42904504
59,fffeyz,42749795
60,The Nanos,42237756
61,CalziferFire,42056712
62,Dr Cal Lightman,41819361
63,MG Mayo,41062892
64,Katerina77,40989850
65,Cheesynator,40510310
66,Tom12234455,39848713
67,GaaGol,38891885
68,ozzy5255,38800903
69,Bestia77,38091988
70,waynowazza,37893665
71,Chrisiiii,37696632
72,Space peak,37598491
73,Pinsel20,36662752
74,Himbeertony,35143095
75,Mischel89,34831854
76,Leijonamieli,34470564
77,giMp,33830074
78,Lilien1999,33253544
79,MiepStreet,30589983
80,The Pharo 2026,28765218
81,ToxicV9,28414078
82,Peridakles,27658916
83,Itstheghoul,27176743
84,VxClicker,25902956
85,Schlabberbacke,22988567
86,FugitiveRazor1,22612059
87,Sanya Longer,17847170
88,K u r d o,13437221
89,ståce,13115257
90,yyyyyyvhnmll,10013978
91,MetauChopf,7000602
92,TheShorty,1045344
93,MellidieGroße,875238
94,Gordon Freimann,806584
