position;name;points
1;SNEAKY BUNNY;5874991
2;Archy Monkey;4632254
3;Tcherbilmock;3060205
4;UMY LION OF GOD CC;3047061
5;Kotor47;2673750
6;hsk1338;2290911
7;Fran171526;2147643
8;supi pupi;1927042
9;IefueT;1887539
10;LE LIGRE;1868422
11;Anakín;1807949
12;Dejweed;1786664
13;scotch2013;1424160
14;Kytrider;1315957
15;Bogo und Pini;1033328
16;Giorgiotown;992650
17;Jadhd9;983841
18;LordHemorrhoid;839641
19;Adàm;781639
20;haasenpeter rex;751180
21;CalibratGTR;538612
22;giMp;487852
23;FugitiveRazor1;288558
24;SNPOL;260001
25;Svela17;90840
26;Aenwe;70421
