position;name;points
1;Fluffy;3761840
2;Smowy;3673862
3;Cluster82;3391338
4;pizm8 ツ;3236708
5;Baba Basti;3229003
6;Last Wolf Warrior;2597792
7;ComandanteFelps;2308611
8;Bugab0o;2044443
9;111Dave111;1932819
10;Li La QuEeNuS;1796015
11;JSheridan;1694015
12;PHOENIX FOX;1429420
13;azerty57;1422223
14;PHILAES;1196563
15;PIRAT 13;1013448
16;CL16CS55;677296
17;Golden FOX;637314
18;Dragon blou;580178
19;Captain ESCANOR;531181
20;Sanya Longer;517506
21;Katerina77;377853
22;GaaGol;234715
23;Chrisiiiii;205798
24;Campio91;126852
25;Enia la simpatica;15484
