position;name;points
1;Smowy;35929920
2;cappu97;33179400
3;Fürst der Nazgûl;32459790
4;Adám;31911330
5;supi pupi;28594530
6;Kotor47;26945340
7;SNPOL;24700500
8;Anakín;24591992
9;pizm8 ツ;24339870
10;CL16CS55;23816003
11;Li La QuEeNuS;22682040
12;Archy Monkey;21122127
13;feimel;19871130
14;Fran171526;19322160
15;DaliborDaki;18552960
16;Baba Basti;18249120
17;sunny75;17835090
18;SNEAKY BUNNY;17811120
19;Powwdér;17706300
20;Feivel D MauS;17444700
21;Dragon blou;16888350
22;PHOENIX FOX;16868430
23;LE LIGRE;16758792
24;Arkangel ツ;16594685
25;Giorgiotown;16525980
26;SmartesGirl;16012170
27;dome94G;15888630
28;IefueT;15705570
29;Haulsen;15572875
30;Tom12234455;15559140
31;Katerina77;15182820
32;Kytrider;14604060
33;haasenpeter rex;13755240
34;Dejweed;13622430
35;PIRAT 13;13446990
36;adhd9;13352650
37;Cichax0;13148700
38;Moooolah;13133770
39;Enia la simpatica;12903090
40;UMY LION OF GOD CC;12394359
41;Fürstin;12058290
42;Golden FOX;11992320
43;Sphere8472;11956950
44;Sanya Longer;11862425
45;FugitiveRazor1;11756220
46;ComandanteFelps;11337090
47;Tcherbilmock;11078775
48;azerty57;11016450
49;Space peak;10939560
50;jukata;10276650
51;Svela17;10253520
52;DragonWiz;10042350
53;Aenwe;9976200
54;111Dave111;9941200
55;Peeter99;9884190
56;Bugab0o;9846900
57;mr prynn;9646102
58;Chrisiiiii;9593970
59;K E R S Y;9333990
60;Toby Urbex;9223620
61;Cluster82;9048480
62;PHILAES;8887511
63;Mudin364;8866290
64;LordHemorrhoid;8686200
65;waynowazza;8676242
66;Captain ESCANOR;8653230
67;ECSI;8470500
68;MetauChopf;8403330
69;Z4ID;8313041
70;GaaGol;8242500
71;mybo0;8144620
72;Alina;8137920
73;Tyskie 66;8097720
74;LatastrophenUlli;8082900
75;Fluffy;7996650
76;Bogo und Pini;7961190
77;Sultan Murat X;7900050
78;Queeniiiiii;7865850
79;Babakuji;7832250
80;Lilien1999;7748520
81;Kpiftw;7695030
82;EXITUS;7649340
83;JSheridan;7600110
84;CalziferFire;7558110
85;Campio91;7493165
86;scotch2013;7450710
87;Mac1902;7276533
88;Mischel89;6907297
89;CalibratGTR;6510660
90;Leijonamieli;6003090
91;fffeyz;5695424
92;ozzy5255;5466090
93;giMp;5419560
94;Pinsel20;4224720
95;Last Wolf Warrior;3709740
96;MiepStreet;2745900
97;hsk1338;2285985
98;yyyyyyvhhnmll;2095800
99;JSnoopy;1882230
100;Seniorcoca;0
