position;name;points
1;Baba Basti;88.036.466
2;ComandanteFelps;44.561.265
3;UMY LION OF GOD CC;42.363.839
4;Dejweed;39.196.813
5;yyyyyyvhhnmll;35.808.725
6;Mischel89;32.507.996
7;azerty57;24.470.469
8;Captain ESCANOR;23.492.660
9;ozzy5255;23.173.550
10;Li La QuEeNuS;21.991.543
11;PIRAT 13;21.492.319
12;feimel;19.717.977
13;Arkangel ツ;19.309.366
14;Fluffy;19.088.020
15;cappu97;18.972.164
16;Sphere8472;18.646.424
17;EXITUS;18.235.456
18;Fran171526;17.824.056
19;Tcherbilmock;17.460.482
20;Archy Monkey;16.671.236
21;mr prynn;14.637.818
22;Kotor47;14.580.958
23;mybo0;14.571.572
24;CL16CS55;14.480.594
25;Haulsen;14.364.691
26;K E R S Y;14.078.838
27;LE LIGRE;14.047.107
28;Babakuji;13.678.500
29;Chrisiiiii;13.012.133
30;Fürstin;12.630.899
31;Tyskie 66;12.519.784
32;LordHemorrhoid;12.247.519
33;DaliborDaki;12.131.339
34;IefueT;12.083.044
35;MetauChopf;11.999.625
36;jukata;11.967.493
37;Campio91;11.690.328
38;ECSI;11.668.970
39;Cichax0;11.652.431
40;Fürst der Nazgûl;11.644.568
41;Toby Urbex;11.632.270
42;MiepStreet;11.424.000
43;Cluster82;11.325.951
44;Feivel D MauS;11.250.260
45;pizm8 ツ;11.068.991
46;SmartesGirl;11.049.230
47;111Dave111;10.702.362
48;Dragon blou;10.654.292
49;SNPOL;10.653.072
50;waynowazza;10.635.750
51;JSheridan;10.601.291
52;Queeniiiiii;10.538.584
53;Adăm;10.509.500
54;haasenpeter rex;10.488.625
55;FugitiveRazor1;10.473.904
56;Katerina77;10.459.810
57;Powwdér;10.392.135
58;Leijonamieli;10.338.047
59;CalibratGTR;10.234.750
60;DragonWiz;10.165.641
61;Smowy;10.104.630
62;PHOENIX FOX;9.991.282
63;Bugab0o;9.840.147
64;Mac1902;9.789.140
65;Last Wolf Warrior;9.701.250
66;GaaGol;9.686.580
67;gİMp;9.660.774
68;Moooolah;9.551.297
69;Alìna;9.508.012
70;Enia la simpatica;9.423.438
position;name;points
71;JSnoopy;9.421.441
72;PHILAES;9.396.270
73;Svela17;9.051.021
74;Peeter99;9.039.750
75;fffeyz;8.991.770
76;Mudin364;8.905.156
77;CalziferFire;8.752.608
78;scotch2013;8.738.019
79;Z4ID;8.511.005
80;Giorgiotown;8.403.899
81;LatastrophenUlli;8.293.904
82;Bogo und Pini;8.197.243
83;Kytrider;8.120.862
84;Kpiftw;8.021.935
85;adhd9;7.943.946
86;sunny75;7.849.559
87;Golden FOX;7.800.886
88;Tom12234455;7.788.238
89;SNEAKY BUNNY;7.627.216
90;Pinsel20;7.485.336
91;dome94G;7.424.614
92;Anakín;7.399.135
93;supi pupi;7.286.297
94;hsk1338;7.211.249
95;Sultan Murat X;7.168.125
96;Aenwe;6.456.218
97;Space peak;5.858.791
98;Lilien1999;5.213.250
99;Sanya Longer;2.994.052
100;Seniorcoca;0
