position,name,points
1,Kotor47,27153834
2,Smowy,23492619
3,pizm8 ツ,21060290
4,Fürst der Nazgûl,20772980
5,Haulsen,16560120
6,SNPOL,15606075
7,cappu97,15493739
8,Queeniiiiii,14628198
9,lefueT,14503628
10,Fran171526,14108010
11,JSheridan,13684440
12,supi pupi,13603668
13,haasenpeter rex,12908125
14,DaliborDaki,12653790
15,Last Wolf Warrior,12629084
16,Feivel D MauS,12340768
17,azerty57,12230811
18,Baba Basti,11600450
19,Li La LiNuS,10520825
20,fffeyz,10281284
21,Dragon blou,10268148
22,Skywölkchen,10175750
23,SmartesGirl,10044509
24,Aenwe,9850626
25,Fürstin,9567788
26,Dr Cal Lightman,9427000
27,UMY Stern,9330475
28,Cluster82,9216237
29,Tom12234455,9064922
30,Bugab0o,9047875
31,MetauChopf,9031074
32,Last Arti,8940429
33,Svela17,8874675
34,DragonWiz,8756450
35,Jimi777,8460592
36,Dejweed,8458550
37,K E R S Y,8414465
38,feimel,8309122
39,CalziferFire,8243040
40,ECSI,8086225
41,Bogo und Pini,8022325
42,PHOENIX FOX,7918200
43,Kytrider,7831080
44,Jacob Carter,7767475
45,Mischel89,7756840
46,Sphere8472,7756800
47,Jónny666,7739575
48,Katerina77,7726750
49,ToxicV9,7723839
50,Lilien1999,7694575
51,Mac1902,7604875
52,Giorgiotown,7568768
53,EXITUS,7567086
54,jukata,7511125
55,케포 부인,7483691
56,LatastrophenUlli,7454252
57,Golden FOX,7253188
58,Kpiftw,7235550
59,Campio91,7221704
60,sunny75,6121242
61,Sanya Longer,5398825
62,Space peak,5051150
63,Sultan Murat X,4769150
64,Tyskie 66,4597075
65,Pinsel20,4438924
66,Toby Urbex,4411102
67,Leijonamieli,4201512
68,Bestia77,4113895
69,GaaGol,3621307
70,The Nanos,3618837
71,Peeter99,3169156
72,Cheesynator,3117015
73,jobcenter FFM,3109243
74,Z4ID,2934057
75,ozzy5255,2933100
76,K u r d o,2914896
77,Peridakles,2697670
78,VxClicker,2133307
79,The Pharo 2026,2025575
80,Itstheghoul,1944000
81,waynowazza,1535400
82,Himbeertony,1232250
83,Chrisiiii,1175000
84,MiepStreet,1067300
85,yyyyyyvhhnmll,1013550
