position;name;points
1;UMY Stern;37247646
2;Smowy;34152710
3;Kotor47;27846530
4;Adhd9;20962684
5;Cluster82;18333100
6;Adám;16986374
7;pizm8 ツ;16795526
8;Moooolah;16540856
9;Babakuji;16433845
10;PHILAES;16232093
11;IefueT;15774501
12;Queeniiiii;15659585
13;supi pupi;15193039
14;SNPOL;15151665
15;مـM;12831752
16;Anakín;12572501
17;JSnoopy;12302495
18;JSheridan;12195484
19;FugitiveRazor1;11750548
20;Giorgiotown;11286908
21;Mudin364;10450336
22;Bugab0o;10312882
23;Kytrider;10065004
24;CL16CS55;9962025
25;Feivel D MauS;9941506
26;Fran171526;9609377
27;Archy Monkey;9439350
28;Baba Basti;9217729
29;waynowazza;8804279
30;PHOENIX FOX;8769577
31;Cichax0;8641854
32;111Dave111;8562435
33;CalziferFire;8262973
34;LatastrophenUlli;8239797
35;Fluffy;7791699
36;ECSI;7787515
37;Dejweed;7719370
38;haasenpeter rex;7673558
39;Svela17;7652288
40;GaaGol;7457655
41;Aenwe;7386670
42;cappu97;7360542
43;Li La LiNuS;7297701
44;jukata;7258683
45;K E R S Y;7212725
46;DaliborDaki;7210744
47;케프 부인;6366128
48;Tyskie 66;6084962
49;azerty57;5953471
50;Dragon blou;5895538
51;Golden FOX;5760133
52;Last Wolf Warrior;5691243
53;Fürstin;5591366
54;Campio91;5440210
55;Space peak;5408348
56;LaFleur32;5182486
57;Bogo und Pini;5164155
58;EXITUS;4972963
59;DragonWiz;4606031
60;gi^Mp;4578213
61;Katerina77;4418111
62;sunny75;4328700
63;Kpiftw;4193930
64;Chrisiiii;4136700
65;ozzy5255;3975738
66;Seniorcoca;3772583
67;Peeter99;3726572
68;Sphere8472;3675306
69;Pinsel20;3619647
70;Fürst der Nazgûl;3580500
71;dome94G;3565695
72;Toby Urbex;3554314
73;Mac1902;3541775
74;yyyyyyvhhnmll;3501643
75;Tom12234455;3375000
76;SmartesGirl;3300000
77;The Pharo 2026;3088012
78;Leijonamieli;3000000
79;Sultan Murat X;2922500
80;fffeyz;2847820
81;feimel;2726700
82;jobcenter FFM;2659129
83;Z4ID;2587725
84;K u r d o;2369952
85;Mischel89;2175000
86;Sanya Longer;2170786
87;VxClicker;2073578
88;Jónny666;1819794
89;Dr Cal Lightman;1700000
90;Lilien1999;1647750
91;Himbeertony;705000
92;Cheesynator;440591
