Position,Name,Points
1,[AZO]supi pupi,2225587
2,[AZO]Kotor47,2185331
3,[AZO]Fran171526,1701960
4,[AZO]Giorgiotown,1531887
5,[AZO]Haulsen,1512087
6,[AZO]Kytrider,1475912
7,[AZO]MrSajmonn,1189189
8,[AZO]Svela17,1143495
9,[AZO]Bugab0o,1079490
10,[AZO]Dejweed,950217
11,[AZO]haasenpeter rex,806157
12,[AZO]Pawelte,614182
13,[AZO]fffeyz,524202
14,[AZO]Campio91,509721
15,[AZO]lefueT,464193
16,[AZO]Bogo und Pini,452261
17,[AZO]SNPOL,344807
18,[AZO]jukata,223224
19,[AZO]Jimi777,207643
20,[AZO]GaaGol,116049
