position;name;points
1;KERSY;21.092.478
2;Dragon blou;19.569.453
3;azerty57;17.789.297
4;PHILAES;17.749.150
5;Bugab0o;17.685.000
6;ComandanteFelps;17.221.253
7;Campio91;17.121.112
8;Cluster82;16.885.378
9;ENG ḳ;16.829.120
10;Katerina77;16.739.500
11;adhd9;16.598.284
12;fffeyz;16.534.950
13;DragonWiz;16.520.988
14;yyyyyyvhhnmll;16.478.013
15;Feivel D MauS;16.132.000
16;UMYstern;15.980.350
17;Babakuji;15.711.584
18;LE LIGRE;15.618.029
19;Fürstin;14.623.500
20;Fürst der Nazgúl;14.359.932
21;cappu97;14.121.635
22;Li La LiNuS;13.893.500
23;Kytrider;13.803.500
24;Giorgiotown;13.319.530
25;Smowy;12.249.320
26;FugitiveRazor1;11.735.100
27;CL16CS55;11.512.995
28;Tcherbilmock;11.052.882
29;Fluffy;10.879.495
30;Adám;10.538.500
31;Fran171526;10.489.950
32;DaliborDaki;10.463.947
33;Captain ESCANOR;10.362.000
34;pizm8 ツ;10.280.669
35;JSnoopy;10.178.135
36;Archy Monkey;10.086.250
37;waynowazza;10.085.839
38;Chrisiiii;9.848.648
39;sunny75;9.770.953
40;supi pupi;9.731.000
41;Kotor47;9.646.000
42;mybo0;9.348.043
43;CalziferFire;9.342.348
44;PHOENIX FOX;9.113.650
45;Anakín;9.105.817
46;Toby Urbex;9.027.028
47;Dejweed;8.633.000
48;Aenwe;8.580.000
49;feimel;8.575.771
50;SmartesGirl;8.509.752
51;Moooolah;8.400.468
52;Queeniiiiii;8.342.500
53;Mudin364;8.302.892
54;SNEAKY BUNNY;8.278.695
55;Last Wolf Warrior;8.257.500
56;gj^Mp;8.210.299
57;SNPOL;8.205.983
58;ozzy5255;8.125.892
59;jukata;8.102.886
60;haasenpeter rex;8.101.768
61;Sphere8472;8.090.240
62;Mac1902;8.033.433
63;EXITUS;7.968.500
64;111Dave111;7.761.538
65;mr prynn;7.702.873
66;Haulsen;7.664.632
67;JSheridan;7.616.333
68;Lilien1999;7.608.183
69;LatastrophenUlli;7.601.679
70;IefueT;7.503.492
71;Tom12234455;7.502.126
72;ECSI;7.445.765
73;Cichax0;7.408.060
74;Baba Basti;7.404.127
75;GaaGol;7.373.185
76;CalibratGTR;7.342.267
77;MiepStreet;7.331.000
78;Svela17;7.331.000
79;Leijonamieli;7.297.892
80;Sultan Murat X;7.272.000
81;Golden FOX;7.264.500
82;Bogo und Pini;7.255.495
83;Pinsel20;7.233.343
84;scotch2013;7.227.500
85;Kpiftw;7.214.743
86;Tyskie 66;5.737.718
87;dome94vG;5.113.500
88;Sanya Longer;4.871.522
89;Mischel89;3.682.806
90;Space peak;1.524.856
