position;name;points
1;Fürst der Nazgûl;36928860
2;JSheridan;30242610
3;Kotor47;28769640
4;Kytrider;25132140
5;adhd9;24841250
6;Adám;24375960
7;CL16CS55;23551110
8;Haulsen;23385530
9;SNPOL;22917360
10;Moooolah;22041510
11;supi pupi;21388140
12;haasenpeter rex;19656570
13;Fluffy;19403520
14;LE LIGRE;19096682
15;Archy Monkey;18334215
16;SmartesGirl;17684340
17;Dragon blou;17446770
18;UMYstern;17308200
19;Li La LiNuS;16000650
20;DaliborDaki;15844237
21;Cichax0;15170610
22;pizm8 ツ;15160750
23;Queeniiiiiii;15075600
24;Fran171526;14743920
25;SNEAKY BUNNY;14651880
26;DragonWiz;13580970
27;JSnoopy;13575570
28;Tcherbilmock;13252825
29;Katerina77;13223730
30;azerty57;13022580
31;cappu97;12706920
32;Lilien1999;12483000
33;PHOENIX FOX;12444960
34;Bogo und Pini;12420180
35;Fürstin;12160590
36;Bugab0o;11822070
37;Anakín;11362934
38;mybo0;11326530
39;lefueT;11172090
40;ComandanteFelps;11005050
41;Baba Basti;10840500
42;Smowy;10672080
43;Golden FOX;10534650
44;111Dave111;10336082
45;Last Wolf Warrior;10320720
46;Mudin364;9965850
47;scotch2013;9863190
48;Chrisiiii;9439380
49;Cluster82;9294060
50;Captain ESCANOR;9247770
51;K E R S Y;9241980
52;Tom12234455;9200040
53;Svela17;9163860
54;sunny75;9074580
55;ECSI;8962770
56;mr prynn;8629759
57;dome94G;8559420
58;Dejweed;8514870
59;Giorgiotown;8365200
60;FugitiveRazor1;8210277
61;feimel;8143590
62;Campio91;8122117
63;Sphere8472;8114940
64;PH1LAES;7971020
65;Mac1902;7769013
66;CalziferFire;7759890
67;GaaGol;7665180
68;jukata;7541520
69;Aenwe;7428870
70;Sultan Murat X;7384590
71;giMp;7368840
72;Babakuji;7337220
73;Toby Urbex;7248750
74;Kpiftw;7204050
75;Space peak;6655470
76;PIRAT 13;6473040
77;Feivel D MauS;6162240
78;CalibratGTR;6095264
79;waynowazza;6037164
80;Sanya Longer;4788600
81;ozzy5255;4724740
82;LatastrophenUlli;4724490
83;ENG ķ;4694152
84;EXITUS;4449870
85;Mischel89;4298292
86;MiepStreet;4262250
87;Pinsel20;3767010
88;Leijonamieli;3606150
89;Peeter99;3404610
90;yyyyyyvhhnmll;3212130
91;Tyskie 66;2512800
92;Seniorcoca;2503860
93;fffeyz;2242940
94;MetauChopf;1995900
95;Powwdér;978575
96;LordHemorrhoid;152100
