position;name;points
1;SNEAKY BUNNY;18234550
2;adhd9;17311525
3;Archy Monkey;16188971
4;Fürst der Nazgûl;15892500
5;Tcherbilmock;15714400
6;Feivel D MauS;15608200
7;LE LIGRE;15175570
8;azerty57;14662350
9;111Dave111;14423800
10;Baba Basti;13974400
11;Cichax0;13134950
12;Li La LiNuS;12450800
13;supi pupi;12273750
14;cappu97;11970650
15;Dragon blou;11688050
16;Space peak;11020850
17;Kotor47;10915850
18;ENG ķ;10820600
19;ComandanteFelps;10750250
20;Mac1902;10697115
21;Fluffy;10696350
22;PHILAES;10506200
23;JSnoopy;10409650
24;Babakuji;10328750
25;Katerina77;10233250
26;CalibratGTR;10219449
27;Smowy;10083850
28;Bogo und Pini;9862550
29;Svela17;9849000
30;Giorgiotown;9802900
31;IefueT;9684750
32;DragonWiz;9682700
33;CL16CS55;9659792
34;pizm8 ツ;9620200
35;Tom12234455;9346650
36;Fran171526;9290250
37;Queeniiiiii;9222150
38;Cluster82;9218750
39;Captain ESCANOR;9099400
40;Haulsen;9064200
41;Sultan Murat X;8972000
42;DaliborDaki;8971565
43;Anakín;8839410
44;Bugab0o;8833650
45;SNPOL;8715050
46;scotch2013;8596800
47;Aenwe;8565700
48;Kytrider;8521450
49;K E R S Y;8479650
50;Fürstin;8469100
51;Mudin364;8416000
52;Sphere8472;8366400
53;Dejweed;8318800
54;mr prynn;8254900
55;mybo0;8215700
56;MiepStreet;8197800
57;haasenpeter rex;8032500
58;GaaGol;8021200
59;ozzy5255;8020550
60;giMp;7955250
61;FugitiveRazor1;7917132
62;fffeyz;7863440
63;Golden FOX;7824750
64;PHOENIX FOX;7677900
65;ECSI;7636500
66;Lilien1999;7636150
67;LatastrophenUlli;7620550
68;jukata;7595700
69;JSheridan;7574250
70;SmartesGirl;7537700
71;Last Wolf Warrior;7517200
72;Kpiftw;7501400
73;EXITUS;7456450
74;sunny75;7351300
75;waynowazza;7341550
76;Leijonamieli;7332250
77;Toby Urbex;7227850
78;Moooolah;7227700
79;feimel;7225300
80;CalziferFire;7212400
81;Campio91;7114005
82;Mischel89;5868560
83;Seniorcoca;5802200
84;yyyyyyvhhnmll;5331850
85;Adám;4944000
86;Tyskie 66;4688200
87;dome94G;4073550
88;Pinsel20;3878400
89;Chrisiiii;3858150
90;Sanya Longer;3643400
91;UMYstern;3012890
92;Peeter99;2130000
