position;name;points
1;giMp;11.140.050
2;PHOENIX FOX;10.700.000
3;Space peak;10.613.700
4;fffeyz;10.440.385
5;supi pupi;9.881.550
6;IefueT;9.836.850
7;Dejweed;9.640.950
8;ECSI;9.360.150
9;Haulsen;9.256.050
10;Kotor47;9.248.400
11;UMYstern;9.112.530
12;K E R S Y;9.013.650
13;Cluster82;8.963.850
14;ozzy5255;8.918.200
15;Fran171526;8.821.200
16;Last Wolf Warrior;8.792.250
17;111Dave111;8.746.000
18;ComandanteFelps;8.713.650
19;Li La LiNuS;8.701.800
20;Kytrider;8.666.100
21;Bugab0o;8.592.300
22;JSheridan;8.569.950
23;Bogo und Pini;8.545.200
24;Archy Monkey;8.424.009
25;azerty57;8.400.000
26;Feivel D MauS;8.392.500
27;SNEAKY BUNNY;8.387.850
28;waynowazza;8.272.350
29;Lilien1999;8.251.500
30;Anakín;8.223.550
31;Sphere8472;8.214.900
32;Dragon blou;8.202.900
33;adhd9;8.152.450
34;feimel;8.116.200
35;Aenwe;8.105.100
36;Katerina77;8.088.750
37;Svela17;8.044.350
38;cappu97;8.036.250
39;JSnoopy;8.033.700
40;haasenpeter rex;7.969.350
41;SmartesGirl;7.940.100
42;Fürst der Nazgûl;7.885.800
43;Campio91;7.804.660
44;jukata;7.801.950
45;Giorgiotown;7.770.750
46;Queeniiiiii;7.737.150
47;Moooolah;7.727.650
48;Mudin364;7.712.250
49;DaliborDaki;7.697.240
50;LE LIGRE;7.691.825
51;Golden FOX;7.683.000
52;Fürstin;7.599.750
53;Sultan Murat X;7.586.100
54;pizm8 ツ;7.585.050
55;Toby Urbex;7.559.250
56;Adám;7.505.550
57;SNPOL;7.493.550
58;Fluffy;7.482.750
59;Captain ESCANOR;7.450.650
60;PHILAES;7.444.550
61;DragonWiz;7.389.900
62;Mac1902;7.354.110
63;FugitiveRazor1;7.349.807
64;sunny75;7.347.000
65;MiepStreet;7.324.950
66;Leijonamieli;7.298.550
67;mr prynn;7.275.650
68;CalziferFire;7.261.050
69;Smowy;7.258.350
70;Tcherbilmock;7.251.625
71;Cichax0;7.245.900
72;GaaGol;7.230.900
73;Baba Basti;7.227.600
74;scotch2013;7.210.500
75;Kpiftw;7.204.950
76;EXITUS;6.253.200
77;LatastrophenUlli;6.173.250
78;Seniorcoca;6.068.550
79;yyyyyyyvhhnmll;5.828.400
80;CalibratGTR;5.600.640
81;Babakuji;5.520.450
82;CL16CS55;5.416.526
83;mybo0;5.378.550
84;Tom12234455;4.749.150
85;dome94G;4.435.200
86;Tyskie 66;3.959.550
87;Chrisiiii;3.872.250
88;ENG ḳ;3.872.000
89;Peeter99;3.690.150
90;Mischel89;3.591.815
91;Pinsel20;3.229.500
92;Sanya Longer;2.073.000
