position;name;points
1;Last Wolf Warrior;118.516.653
2;Kotor47;110.142.235
3;Fürst der Nazgûl;94.390.987
4;FugitiveRazor1;90.998.243
5;adhd9;83.294.660
6;CalibratGTR;79.243.187
7;Li La LiNuS;74.308.124
8;Kytrider;73.365.942
9;LE LIGRE;72.745.936
10;UMYstern;72.297.329
11;Dragon blou;72.273.462
12;Archy Monkey;71.632.288
13;Anakín;69.285.465
14;supi pupi;68.476.620
15;JSheridan;68.465.176
16;azerty57;66.652.074
17;ComandanteFelps;66.528.311
18;SNPOL;66.142.389
19;pizm8 ツ;65.712.860
20;SNEAKY BUNNY;65.550.772
21;DragonWiz;65.295.717
22;Fluffy;64.522.485
23;cappu97;64.023.243
24;Tcherbilmock;63.415.035
25;K E R S Y;62.959.348
26;CL16CS55;62.759.153
27;Fran171526;62.742.451
28;Cluster82;62.405.500
29;Feivel D MauS;62.284.335
30;Haulsen;61.588.965
31;IefueT;61.322.488
32;haasenpeter rex;60.512.632
33;Katerina77;59.914.777
34;Bugab0o;59.038.807
35;Smowy;58.794.482
36;Giorgiotown;58.641.791
37;PHILAES;58.579.841
38;JSnoopy;57.612.558
39;Cichax0;57.528.044
40;Moooolah;57.416.291
41;111Dave111;57.221.707
42;Fürstin;56.746.838
43;Adäm;56.130.526
44;Queeniiiiii;56.076.262
45;Baba Basti;55.359.833
46;DaliborDaki;54.811.275
47;PHOENIX FOX;54.778.471
48;EXITUS;54.293.883
49;Bogo und Pini;53.990.111
50;Campio91;52.940.502
51;Dejweed;50.190.406
52;Svela17;50.172.034
53;SmartesGirl;50.147.548
54;Babakuji;50.085.641
55;giMp;49.891.846
56;Mudin364;49.190.059
57;fffeyz;48.601.050
58;mybo0;47.212.481
59;Aenwe;47.113.851
60;Captain ESCANOR;47.079.584
61;CalziferFire;46.514.672
62;Mac1902;45.949.255
63;ozzy5255;45.886.133
64;ECSI;45.859.151
65;mr prynn;45.818.920
66;jukata;45.563.175
67;Sultan Murat X;45.549.730
68;feimel;45.427.070
69;GaaGol;45.235.479
70;Sphere8472;45.165.731
71;ENG ķ;45.051.010
72;Golden FOX;44.787.477
73;sunny75;43.450.874
74;Lilien1999;43.123.819
75;Toby Urbex;42.490.364
76;Space peak;41.549.053
77;waynowazza;40.597.250
78;Kpiftw;40.043.376
79;scotch2013;39.912.915
80;LatastrophenUlli;39.682.419
81;Leijonamieli;39.338.392
82;MiepStreet;38.423.488
83;Tom12234455;37.410.608
84;yyyyyyvhhnmll;36.662.324
85;Chrisiiii;36.051.001
86;Mischel89;34.498.197
87;Seniorcoca;33.456.235
88;Pinsel20;30.390.751
89;Tyskie 66;28.080.614
90;dome94G;27.599.221
91;Sanya Longer;23.220.134
92;PIRAT 13;15.616.627
93;Peeter99;12.802.485
94;MetauChopf;8.240.166
95;LordHemorrhoid;5.917.566
96;Powwdér;3.328.575
97;Himbeertony;2.761.148
98;Dr Cal Lightman;162.222
99;jobcenter FFM;24.644
